qid,remove_index,remove_rank,positive_add_index,positive_add_rank,positive_add_title,negative_add_index,negative_add_rank,negative_add_title,negative_type,positive_after_objective,negative_after_objective
5a7b4936088d11ebbd70ac1f6bf848b6,4,5,5,6,Sergio Nasca,6,7,Duilio Coletti,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
c3bddf240baf11ebab90acde48001122,1,2,9,10,Emperor Gaozong of Tang,14,15,Li Rubai,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
c3bddf240baf11ebab90acde48001122,2,3,9,10,Emperor Gaozong of Tang,14,15,Li Rubai,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
c3bddf240baf11ebab90acde48001122,3,4,9,10,Emperor Gaozong of Tang,14,15,Li Rubai,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
c3bddf240baf11ebab90acde48001122,4,5,9,10,Emperor Gaozong of Tang,14,15,Li Rubai,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
7574702a08b811ebbd88ac1f6bf848b6,0,1,11,12,Charles Crichton,5,6,Roy Rowland (film director),lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.3333333333333333, -1.0]"
7574702a08b811ebbd88ac1f6bf848b6,1,2,11,12,Charles Crichton,5,6,Roy Rowland (film director),lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
7574702a08b811ebbd88ac1f6bf848b6,2,3,11,12,Charles Crichton,5,6,Roy Rowland (film director),lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
7574702a08b811ebbd88ac1f6bf848b6,3,4,11,12,Charles Crichton,5,6,Roy Rowland (film director),lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 0.6666666666666666, -1.0]"
7574702a08b811ebbd88ac1f6bf848b6,4,5,11,12,Charles Crichton,5,6,Roy Rowland (film director),lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 0.6666666666666666, -1.0]"
453be8e608c411ebbd8eac1f6bf848b6,2,3,7,8,Laurence Trimble,5,6,Eugene Chaplin,lexical_hard_negative,"[0.0, 0.75, 3.0, 0.6666666666666666, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
453be8e608c411ebbd8eac1f6bf848b6,3,4,7,8,Laurence Trimble,5,6,Eugene Chaplin,lexical_hard_negative,"[0.0, 0.75, 3.0, 0.6666666666666666, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
453be8e608c411ebbd8eac1f6bf848b6,4,5,7,8,Laurence Trimble,5,6,Eugene Chaplin,lexical_hard_negative,"[0.0, 0.75, 3.0, 0.6666666666666666, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
f377a0fc089311ebbd75ac1f6bf848b6,0,1,6,7,Steno (director),5,6,Bertrand Tavernier,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.3333333333333333, -1.0]"
f377a0fc089311ebbd75ac1f6bf848b6,1,2,6,7,Steno (director),5,6,Bertrand Tavernier,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
f377a0fc089311ebbd75ac1f6bf848b6,2,3,6,7,Steno (director),5,6,Bertrand Tavernier,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
f377a0fc089311ebbd75ac1f6bf848b6,3,4,6,7,Steno (director),5,6,Bertrand Tavernier,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 0.6666666666666666, -1.0]"
f377a0fc089311ebbd75ac1f6bf848b6,4,5,6,7,Steno (director),5,6,Bertrand Tavernier,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 0.6666666666666666, -1.0]"
d13ac3f40bd911eba7f7acde48001122,1,2,11,12,Bayezid II,5,6,Emine Hatun,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
d13ac3f40bd911eba7f7acde48001122,2,3,11,12,Bayezid II,5,6,Emine Hatun,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
d13ac3f40bd911eba7f7acde48001122,3,4,11,12,Bayezid II,5,6,Emine Hatun,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
d13ac3f40bd911eba7f7acde48001122,4,5,11,12,Bayezid II,5,6,Emine Hatun,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
9c082fdc088211ebbd6dac1f6bf848b6,0,1,5,6,Won in the Clouds,6,7,Anthony Mann,lexical_hard_negative,"[0.0, 0.5, 2.0, 1.0, -0.0]","[0.0, 0.25, 1.0, 0.5, -1.0]"
9c082fdc088211ebbd6dac1f6bf848b6,1,2,5,6,Won in the Clouds,6,7,Anthony Mann,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.5, -1.0]"
9c082fdc088211ebbd6dac1f6bf848b6,2,3,5,6,Won in the Clouds,6,7,Anthony Mann,lexical_hard_negative,"[0.0, 0.5, 2.0, 1.0, -0.0]","[0.0, 0.25, 1.0, 0.5, -1.0]"
9c082fdc088211ebbd6dac1f6bf848b6,3,4,5,6,Won in the Clouds,6,7,Anthony Mann,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.5, -1.0]"
9c082fdc088211ebbd6dac1f6bf848b6,4,5,5,6,Won in the Clouds,6,7,Anthony Mann,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.5, -1.0]"
86a16fb4086411ebbd5eac1f6bf848b6,0,1,5,6,Sam Newfield,6,7,Lesley Selander,lexical_hard_negative,"[0.0, 0.5, 2.0, 1.0, -0.0]","[0.0, 0.25, 1.0, 0.6666666666666666, -1.0]"
86a16fb4086411ebbd5eac1f6bf848b6,1,2,5,6,Sam Newfield,6,7,Lesley Selander,lexical_hard_negative,"[0.0, 0.5, 2.0, 1.0, -0.0]","[0.0, 0.25, 1.0, 0.3333333333333333, -1.0]"
86a16fb4086411ebbd5eac1f6bf848b6,2,3,5,6,Sam Newfield,6,7,Lesley Selander,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
86a16fb4086411ebbd5eac1f6bf848b6,3,4,5,6,Sam Newfield,6,7,Lesley Selander,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
86a16fb4086411ebbd5eac1f6bf848b6,4,5,5,6,Sam Newfield,6,7,Lesley Selander,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
3314f9f708c311ebbd8dac1f6bf848b6,3,4,13,14,Natalie Bible',5,6,Gurinder Chadha,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
3314f9f708c311ebbd8dac1f6bf848b6,4,5,13,14,Natalie Bible',5,6,Gurinder Chadha,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
a605c3e20bdd11eba7f7acde48001122,1,2,5,6,Bolesław III the Generous,7,8,Casimir I of Oświęcim,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
a605c3e20bdd11eba7f7acde48001122,2,3,5,6,Bolesław III the Generous,7,8,Casimir I of Oświęcim,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
a605c3e20bdd11eba7f7acde48001122,3,4,5,6,Bolesław III the Generous,7,8,Casimir I of Oświęcim,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
a605c3e20bdd11eba7f7acde48001122,4,5,5,6,Bolesław III the Generous,7,8,Casimir I of Oświęcim,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
17874a43097411ebbdb0ac1f6bf848b6,1,2,7,8,Selo sanatoriya imeni Chekhova,5,6,"Donskoye, Lipetsk Oblast",lexical_hard_negative,"[1.0, 1.0, 2.0, 0.0, -0.0]","[0.0, 0.5, 1.0, 0.0, -1.0]"
17874a43097411ebbdb0ac1f6bf848b6,2,3,7,8,Selo sanatoriya imeni Chekhova,5,6,"Donskoye, Lipetsk Oblast",lexical_hard_negative,"[1.0, 1.0, 2.0, 0.0, -0.0]","[0.0, 0.5, 1.0, 0.0, -1.0]"
17874a43097411ebbdb0ac1f6bf848b6,3,4,7,8,Selo sanatoriya imeni Chekhova,5,6,"Donskoye, Lipetsk Oblast",lexical_hard_negative,"[1.0, 1.0, 2.0, 0.0, -0.0]","[0.0, 0.5, 1.0, 0.0, -1.0]"
17874a43097411ebbdb0ac1f6bf848b6,4,5,7,8,Selo sanatoriya imeni Chekhova,5,6,"Donskoye, Lipetsk Oblast",lexical_hard_negative,"[1.0, 1.0, 2.0, 0.0, -0.0]","[0.0, 0.5, 1.0, 0.0, -1.0]"
a018c8a40bdc11eba7f7acde48001122,1,2,11,12,Archduke Leopold Salvator of Austria,5,6,Archduchess Maria Antonia of Austria (1858–1883),lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
a018c8a40bdc11eba7f7acde48001122,2,3,11,12,Archduke Leopold Salvator of Austria,5,6,Archduchess Maria Antonia of Austria (1858–1883),lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
a018c8a40bdc11eba7f7acde48001122,3,4,11,12,Archduke Leopold Salvator of Austria,5,6,Archduchess Maria Antonia of Austria (1858–1883),lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
a018c8a40bdc11eba7f7acde48001122,4,5,11,12,Archduke Leopold Salvator of Austria,5,6,Archduchess Maria Antonia of Austria (1858–1883),lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
