dataset,subset_dataset,variant,query_index,question,repair_em,repair_f1,repair_empty_answer,setr_em,setr_f1,dbec_em,dbec_f1,rank_fill5_available,rank_fill5_em,rank_fill5_f1,delta_em_vs_setr,delta_f1_vs_setr,delta_em_vs_dbec,delta_f1_vs_dbec,delta_em_vs_rank_fill5,delta_f1_vs_rank_fill5,accepted_repair_count,accepted_repair_titles_json,offline_final_support_recall,offline_final_support_complete,offline_rank_support_recall,offline_rank_support_complete,offline_net_gold_delta_vs_rank,offline_harmful_replacement
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,707,Are the directors of films (Romance) In The Digital Age and Les Misérables (1917 Film) both from the same country?,1.0,1.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,"[""Jason Michael Brescia""]",1.0,1,0.75,0,1,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,708,"Which film has the director who is older than the other, Women'S Weapons or She Wants Me?",1.0,1.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,"[""Rob Margolies""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,716,"Which film has the director born later, Four For Venice or Gypped In The Penthouse?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Gordon Douglas (director)""]",0.75,0,1.0,1,-1,1
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,724,Do director of film An Ideal Woman and director of film Goodbye Emmanuelle share the same nationality?,1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Jean Durand""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,726,Do both directors of films The Measure Of All Things and The Time Of Your Life (Film) share the same nationality?,1.0,1.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,"[""Sam Green""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,735,"Which film whose director is younger, Chased By The Dogs or The Demise Of Herman Durer?",1.0,1.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,"[""Leon de Winter""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,742,"Which film has the director who died earlier, Toen 'T Licht Verdween or Boum Sur Paris?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Claude Weisz""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,756,"Which film whose director was born first, Meri Jung or La Fille Du Torrent?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Hans Herwig""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,757,Do both directors of films Júdás and The Wilby Conspiracy share the same nationality?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Michael Curtiz""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,769,"Which film has the director who was born later, It'S A Bikini World or A Moment Of Romance?",1.0,1.0,0,1.0,1.0,0.0,0.0,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,"[""A Moment of Romance III""]",0.75,0,0.75,0,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,781,"Which film has the director who was born earlier, Pod Banderą Miłości or World In My Corner?",1.0,1.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,"[""Michał Waszyński""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,787,"Which film whose director was born first, Bhaji On The Beach or Bugsy?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,[],1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,792,"Which film has the director who was born later, Alludugaru or The Laughing Woman?",1.0,1.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,"[""K. Raghavendra Rao""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,795,"Which film whose director was born first, Apasionadamente or The Blue Bead?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Ertem Eğilmez""]",1.0,1,0.75,0,1,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,796,"Which film whose director is younger, Kalippava or A Couch In New York?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Sanal Kumar Sasidharan""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,801,"Which film whose director was born first, The Last Paradises: On The Track Of Rare Animals or Waterlily Jaguar?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Eugen Schuhmacher""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,803,"Which film has the director who was born later, Sylvie Et Le Fantôme or Sky Patrol?",1.0,1.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,"[""Claude Autant-Lara""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,814,"Which film has the director who was born earlier, The Appeal To Conscience or Pretty Persuasion?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Marcos Siega""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,831,"Which film whose director is younger, Keep 'Em Rolling or Balipeetam?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""George Archainbaud""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,833,"Which film has the director who was born earlier, Day Of The Cobra or Time Of Roses?",1.0,1.0,0,0.0,0.3333333333333333,1.0,1.0,1,0.0,0.3333333333333333,1.0,0.6666666666666667,0.0,0.0,1.0,0.6666666666666667,1,"[""Risto Jarva""]",1.0,1,0.75,0,1,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,834,"Which film whose director is younger, My Baby'S Daddy or A Tale Of Winter?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Cheryl Dunye""]",0.75,0,0.75,0,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,838,"Which film has the director died earlier, The Mark Of The Renegade or Muchachas Que Estudian?",1.0,1.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,"[""Manuel Romero""]",1.0,1,0.75,0,1,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,865,"Which film has the director born first, Killer: Dead Or Alive or Adultery: A User'S Guide?",0.0,0.0,0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1,"[""Christine Pascal""]",0.75,0,0.5,0,1,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,869,"Which film has the director who was born later, Así En El Cielo Como En La Tierra or Buck And The Preacher?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""José Luis Cuerda""]",0.75,0,0.75,0,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,871,Do director of film D'Annunzio (Film) and director of film Così Parlò Bellavista have the same nationality?,1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Sergio Nasca""]",1.0,1,0.75,0,1,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,873,"Which film has the director born first, Shadows In Paradise or Dog Law?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Aki Kaurismäki""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,876,"Which film has the director who was born first, Piccoli Fuochi or The Nice Guys?",1.0,1.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,"[""Duilio Coletti""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,882,"Which film has the director died later, Calling Philo Vance or The Witch'S Curse?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""The Witch's Curse""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,887,"Which film whose director is younger, Becoming Dick or Nude On The Moon?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Pasquale Festa Campanile""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,891,"Which film has the director who was born later, Vote For Huggett or Romance In The Dark?",1.0,1.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,"[""Tom Clegg (director)""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,896,"Which film whose director is younger, The Pulse Of Life or The Hungover Games?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Rex Ingram (director)""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,901,"Which film has the director born earlier, More Bloody Meetings or Riders Of The Badlands?",1.0,1.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,"[""R. G. Springsteen""]",0.75,0,0.75,0,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,902,"Which film has the director who died later, A Journey Through Filmland or The Shepherd Lassie Of Argyle?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Beaumont Smith""]",1.0,1,0.75,0,1,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,903,"Which film has the director born later, The Boss And The Worker or Claire'S Knee?",1.0,1.0,0,0.0,0.0,0.0,0.0008,1,0.0,0.0,1.0,1.0,1.0,0.9992,1.0,1.0,1,"[""Claude Weisz""]",0.75,0,0.75,0,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,910,Are the directors of both films Won In The Clouds and I Died A Thousand Times from the same country?,1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Stuart Heisler""]",0.75,0,0.75,0,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,926,"Which film has the director born earlier, Carlo Giuliani, Boy or Ned Rifle?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,"[""Francesca Comencini""]",1.0,1,0.75,0,1,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,936,"Do both films, Afrika (Film) and Man From The Deep River, have the directors who are from the same country?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Alberto Cavallone""]",1.0,1,0.75,0,1,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,937,"Which film has the director who was born first, Yaadein (1964 Film) or The Student'S Romance?",1.0,1.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,"[""Karan Johar""]",0.75,0,0.75,0,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,942,"Which film whose director was born first, Self-Made Maids or A Day For Lionhearts?",1.0,1.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,"[""Jules White""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,947,"Which film has the director who is older than the other, The Inside Man (Film) or Dog'S Heart?",1.0,1.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,"[""Ringo-en no shōjo""]",0.75,0,0.75,0,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,956,Are the directors of both films Pretty Foe and Goin' Coconuts from the same country?,1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Esmail Koushan""]",0.75,0,0.75,0,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,961,"Which film has the director who died earlier, 11 Harrowhouse or A Little Sister Of Everybody?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,"[""Robert Thornby""]",0.75,0,0.5,0,1,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,965,Do both films Once Upon A Time In America and Naked Violence (Film) have the directors that share the same nationality?,1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Sergio Leone""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,992,Are both directors of films Spione and Five Million Look For An Heir from the same country?,1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Konrad Wolf""]",0.75,0,1.0,1,-1,1
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,997,Are director of film Count Five And Die and director of film The Green Jacket both from the same country?,1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Ian Barry (director)""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,4,"Which film has the director who is older, God'S Gift To Women or Aldri Annet Enn Bråk?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Arne Toonen""]",0.75,0,1.0,1,-1,1
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,8,Do both films Interview With A Hitman and The Last Coupon have the directors from the same country?,1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Frank Launder""]",1.0,1,0.75,0,1,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,18,"Which film has the director who died first, The Goose Woman or You Can No Longer Remain Silent?",1.0,1.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,"[""Clarence Brown""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,30,"Which film has the director who was born later, Playing It Wild or I'Ll Be Going Now?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Dino Risi""]",1.0,1,0.75,0,1,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,57,"Which film has the director born later, Arrête Ton Cinéma or Agni (2004 Film)?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Swapan Saha""]",1.0,1,0.75,0,1,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,77,"Which film has the director died later, Lost In The Stratosphere or Blind Man'S Eyes?",0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Blind Man's Eyes""]",0.75,0,0.75,0,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,87,"Which film has the director who was born later, The First Day Of Freedom or Malabimba – The Malicious Whore?",1.0,1.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,"[""Aleksander Ford""]",1.0,1,0.75,0,1,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,96,"Which film has the director born later, Romance On The Run or The Palace Of Angels?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Romance on the Run""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,97,"Which film has the director born first, Mord Em'Ly or Ek Hi Bhool (1940 Film)?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""George Pearson (filmmaker)""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,101,"Which film has the director who was born later, Felices 140 or Dr. Who And The Daleks?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Dr. Who and the Daleks""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,111,"Which film has the director who is older than the other, The Lone Prairie or Buckaroo From Powder River?",0.0,0.0,0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1,"[""Henry Hathaway""]",0.75,0,0.75,0,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,121,"Which film has the director who died first, Haiducii (Film) or My Wife'S Best Friend?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Fadil Hadžić""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,125,"Which film whose director was born first, Last Tango In Paris or Beasts Of Prey?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Kim Ki-young""]",1.0,1,0.75,0,1,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,140,Do both Possession (1922 Film) and La Boum films have the directors from the same country?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Claude Pinoteau""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,143,"Which film has the director who is older than the other, Goopy Gyne Bagha Byne or Halloween Kills?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Satyajit Ray""]",1.0,1,0.75,0,1,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,149,"Which film whose director is younger, Forbidden Ground or Free Guy?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Ian Barry (director)""]",0.75,0,0.75,0,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,153,"Which film whose director is younger, Before The Bat'S Flight Is Done or Agar Tum Na Hote?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,[],1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,180,"Which film has the director born later, Diary Of A Maniac or Return Of The Hero?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Marco Ferreri""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,181,"Which film has the director died later, Dahleez or The Lights Of Buenos Aires?",1.0,1.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,"[""Dahleez""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,199,"Which film has the director who was born later, Tarzan'S Hidden Jungle or The Brink'S Job?",1.0,1.0,0,0.0,0.0,1.0,1.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2,"[""William Friedkin"", ""Harold D. Schuster""]",1.0,1,0.5,0,2,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,202,Are the directors of films C-Man (Film) and Greencastle (Film) both from the same country?,1.0,1.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,"[""Ian Barry (director)""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,215,"Which film whose director is younger, Traces Of A Dragon or Moonnupookkal?",0.0,0.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,2,"[""Po-Chih Leong"", ""Sanal Kumar Sasidharan""]",0.75,0,1.0,1,-1,1
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,217,"Which film has the director born earlier, The Spooky Bunch or His Name Is Nobody?",1.0,1.0,0,0.0,0.0,1.0,1.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2,"[""Karl Maka"", ""Ann Hui""]",1.0,1,0.75,0,1,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,218,Do both films: Racing Extinction and Madame Butterfly (1995 Film) have the directors from the same country?,1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Louie Psihoyos""]",0.75,0,0.75,0,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,222,"Which film has the director born first, La Mazurka Del Barone, Della Santa E Del Fico Fiorone or Safe (2012 Film)?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,"[""Lasse Hallström"", ""Pupi Avati""]",1.0,1,0.75,0,1,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,225,"Which film has the director who died first, Karin Daughter Of Ingmar or The Man In The Trunk?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Victor Sjöström""]",1.0,1,0.75,0,1,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,244,"Do both films, The Wild Frontier (Film) and The Sundowners (1960 Film), have the directors who are from the same country?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,"[""Peter Glenville""]",0.5,0,0.5,0,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,249,"Which film has the director who died earlier, The Hitler Gang or Flannelfoot?",1.0,1.0,0,0.0,0.0,1.0,1.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1,"[""John Farrow""]",1.0,1,0.75,0,1,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,262,"Which film has the director born later, Charlie Chan In Honolulu or Lianna?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Po-Chih Leong""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,266,"Which film has the director who died later, Bad Subject or Making Babies?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,"[""Carlo Ludovico Bragaglia"", ""Making Babies""]",1.0,1,1.0,1,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,279,"Which film has the director born later, Tell It To The Bees or House Of The Black Death?",1.0,1.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,"[""Maurice Elvey"", ""Annabel Jankel""]",0.75,0,0.75,0,0,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,303,"Which film has the director who was born earlier, A Romance Of The Air or How Moscha Came Back?",1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Harry Revier""]",1.0,1,0.75,0,1,0
2Wiki,2wikimultihopqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,316,Are director of film Raitu Kutumbam and director of film Closet Land both from the same country?,1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,[],1.0,1,1.0,1,0,0
