dataset,query_index,question,gold_doc_count,gold_titles_json,setr_selected_count,count_under_selected,dbec_selected_count,setr_support_hit_count,dbec_support_hit_count,setr_support_missing_count,dbec_support_missing_count,setr_support_recall,dbec_support_recall,delta_support_recall_dbec_minus_setr,setr_support_complete,dbec_support_complete,support_transition,support_delta_label,dbec_recovered_missing_count,dbec_recovered_any_missing,dbec_recovered_all_missing,recovery_label,setr_missing_titles_json,dbec_missing_titles_json,dbec_recovered_titles_json,setr_titles_json,dbec_titles_json,setr_em,setr_f1,dbec_em,dbec_f1,delta_em_dbec_minus_setr,delta_f1_dbec_minus_setr,requirement_count,dependent_req_count,selective_binding_decision
2Wiki,46,"Are both movies, Naked Tango and Algiers (Film), from the same country?",2,"[""Algiers (film)"", ""Naked Tango""]",2,0,5,2,0,0,2,1.0,0.0,-1.0,1,0,SetR complete -> DBEC incomplete,DBEC loses support coverage,0,0,0,setr_no_missing_support,[],"[""Algiers (film)"", ""Naked Tango""]",[],"[""Algiers (film)"", ""Naked Tango""]","[""Where Was I"", ""List of Uruguayan films"", ""Tree Without Leaves"", ""A Night at the Movies"", ""Romeo and Juliet (1953 film)""]",1.0,1.0,0.0,0.0,-1.0,-1.0,3,1,abstain
2Wiki,47,"Who lived longer, Sir Thomas Wheate, 1St Baronet or Albert Édouard Le Brethon De Caligny?",2,"[""Albert Édouard Le Brethon de Caligny"", ""Sir Thomas Wheate, 1st Baronet""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Sir Thomas Wheate, 1st Baronet"", ""Albert Édouard Le Brethon de Caligny""]","[""Sir Thomas Beaumont, 1st Baronet"", ""Albert Édouard Le Brethon de Caligny"", ""Sir Thomas Wheate, 1st Baronet"", ""Sir Thomas Wheate, 2nd Baronet"", ""Dugès""]",1.0,1.0,1.0,1.0,0.0,0.0,4,2,abstain
2Wiki,48,Where did the composer of film The Straw Hat die?,2,"[""Isaac Schwartz"", ""The Straw Hat""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""The Straw Hat"", ""Isaac Schwartz""]","[""Isaac Schwartz"", ""The Straw Hat"", ""Thulasi (1987 film)"", ""Vijaya Bhaskar"", ""Kumari Mon""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,bind
2Wiki,49,Where does the director of film A Nest Of Noblemen work at?,2,"[""A Nest of Noblemen"", ""Vladimir Gardin""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""A Nest of Noblemen"", ""Vladimir Gardin""]","[""Vladimir Gardin"", ""A Nest of Noblemen"", ""Ah Nian"", ""Alfred Hitchcock"", ""Édouard Niermans (director)""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
2Wiki,50,"Were both Pietro Salini and Domenico Ravenna, born in the same place?",2,"[""Domenico Ravenna"", ""Pietro Salini""]",6,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Pietro Salini"", ""Domenico Ravenna"", ""Gino Ravenna"", ""Pia Ravenna"", ""Mario Baccini"", ""Place of birth""]","[""Pietro Salini"", ""Domenico Ravenna"", ""Pierfelice Ravenna"", ""Quintus Salvidienus Rufus"", ""Gino Ravenna""]",0.0,0.0,0.0,0.0,0.0,0.0,3,1,abstain
2Wiki,51,"Who is the father-in-law of John Ernest, Duke Of Saxe-Eisenach?",2,"[""John Ernest, Duke of Saxe-Eisenach"", ""Christine of Hesse-Kassel (1578–1658)""]",3,0,5,0,0,2,2,0.0,0.0,0.0,0,0,SetR incomplete -> DBEC incomplete,support coverage tied,0,0,0,dbec_recovers_none,"[""John Ernest, Duke of Saxe-Eisenach"", ""Christine of Hesse-Kassel (1578–1658)""]","[""John Ernest, Duke of Saxe-Eisenach"", ""Christine of Hesse-Kassel (1578–1658)""]",[],"[""John George II, Duke of Saxe-Eisenach"", ""Anna Dorothea, Abbess of Quedlinburg"", ""Fredericka Elisabeth of Saxe-Eisenach""]","[""Duchess Marie of Württemberg"", ""Takayama Tomoteru"", ""John Ernest II, Duke of Saxe-Weimar"", ""John George II, Duke of Saxe-Eisenach"", ""John William III, Duke of Saxe-Eisenach""]",0.0,0.1818181818181818,0.0,0.2222,0.0,0.04038181818181821,2,1,abstain
2Wiki,52,Who is the father of the director of film Palo Alto (2013 Film)?,2,"[""Gia Coppola"", ""Palo Alto (2013 film)""]",4,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Gia Coppola"", ""Palo Alto (2013 film)"", ""James Franco"", ""Philip Ford (film director)""]","[""Gia Coppola"", ""Palo Alto (2013 film)"", ""Zoe Levin"", ""Jack Kilmer"", ""Stella's Favor""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
2Wiki,53,Who is the child of the director of film Los Pagares De Mendieta?,2,"[""Los Pagares de Mendieta"", ""Leopoldo Torres Ríos""]",3,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Los Pagares de Mendieta"", ""Leopoldo Torres Ríos"", ""Leopoldo Torre Nilsson""]","[""Leopoldo Torres Ríos"", ""Los Pagares de Mendieta"", ""Efren Reyes Sr."", ""Leopoldo Torre Nilsson"", ""King Baggot (cinematographer)""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
2Wiki,54,"Who lived longer, Hubert Mordek or Levon Ashotovich Grigorian?",2,"[""Levon Ashotovich Grigorian"", ""Hubert Mordek""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Levon Ashotovich Grigorian"", ""Hubert Mordek""]","[""Dugès"", ""Levon Ashotovich Grigorian"", ""Hubert Mordek"", ""Alexina Duchamp"", ""Michael Glatthaar""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,55,Who is the spouse of the director of film My Three Merry Widows?,2,"[""Fernando Cortés"", ""My Three Merry Widows""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""My Three Merry Widows"", ""Fernando Cortés""]","[""Fernando Cortés"", ""My Three Merry Widows"", ""Geoff Murphy"", ""The Very Merry Widows"", ""Sherry Hormann""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
2Wiki,56,Which country the composer of film Thunder On The Hill is from?,2,"[""Thunder on the Hill"", ""Hans J. Salter""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Thunder on the Hill"", ""Hans J. Salter""]","[""Walter Ulfig"", ""Thunder on the Hill"", ""Hans J. Salter"", ""Abe Meyer"", ""Bert Grund""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,bind
2Wiki,57,"Which film has the director born later, Arrête Ton Cinéma or Agni (2004 Film)?",4,"[""Swapan Saha"", ""Diane Kurys"", ""Arrête ton cinéma"", ""Agni (2004 film)""]",3,1,5,3,4,1,0,0.75,1.0,0.25,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,1,1,1,dbec_recovers_all_missing,"[""Swapan Saha""]",[],"[""Swapan Saha""]","[""Arrête ton cinéma"", ""Diane Kurys"", ""Agni (2004 film)""]","[""Diane Kurys"", ""Swapan Saha"", ""Arrête ton cinéma"", ""Agni (2004 film)"", ""Bertrand Tavernier""]",1.0,1.0,1.0,1.0,0.0,0.0,4,2,bind
2Wiki,58,"Who died earlier, Werner Mensching or Karel Zich?",2,"[""Karel Zich"", ""Werner Mensching""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Karel Zich"", ""Werner Mensching""]","[""David Scotus"", ""Karel Zich"", ""Werner Mensching"", ""Rita Blumenberg"", ""K-rupt""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,59,Where did Prince Ferdinand Of Bavaria's mother die?,2,"[""Infanta María de la Paz of Spain"", ""Prince Ferdinand of Bavaria""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Prince Ferdinand of Bavaria"", ""Infanta María de la Paz of Spain""]","[""Infanta María de la Paz of Spain"", ""Prince Ferdinand of Bavaria"", ""Prince Ferdinand of Hohenzollern"", ""Duke Clement Francis of Bavaria"", ""Joseph Ferdinand of Bavaria""]",0.0,0.5,0.0,0.5,0.0,0.0,2,1,bind
2Wiki,60,Who is the child of the director of film An Event?,2,"[""Vatroslav Mimica"", ""An Event""]",3,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Morris Harvey"", ""An Event"", ""Vatroslav Mimica""]","[""Vatroslav Mimica"", ""An Event"", ""Morris Harvey"", ""Leopoldo Torres Ríos"", ""Leopoldo Torre Nilsson""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,bind
2Wiki,61,What nationality is the director of film Good People (Film)?,2,"[""Henrik Ruben Genz"", ""Good People (film)""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Good People (film)"", ""Henrik Ruben Genz""]","[""Henrik Ruben Genz"", ""Good People (film)"", ""Lasse Hallström"", ""Dugès"", ""Jean Grémillon""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,bind
2Wiki,62,Are Gare De La Roche-Sur-Yon and Gare De Namps-Quevauvillers both located in the same country?,2,"[""Gare de La Roche-sur-Yon"", ""Gare de Namps-Quevauvillers""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Gare de Namps-Quevauvillers"", ""Gare de La Roche-sur-Yon""]","[""Gare de La Roche-sur-Yon"", ""Gare de Namps-Quevauvillers"", ""Gare de Machecoul"", ""Gare de Lyon Saint-Exupéry"", ""Gare de Challans""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,bind
2Wiki,63,What is the place of birth of the director of film Fortunella (Film)?,2,"[""Eduardo De Filippo"", ""Fortunella (film)""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Fortunella (film)"", ""Eduardo De Filippo""]","[""Eduardo De Filippo"", ""Fortunella (film)"", ""Sepideh Farsi"", ""Peter Greenaway"", ""Three Lucky Fools""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,bind
2Wiki,64,Where was the husband of Joanna Elisabeth Of Holstein-Gottorp born?,2,"[""Joanna Elisabeth of Holstein-Gottorp"", ""Christian August, Prince of Anhalt-Zerbst""]",3,0,5,1,2,1,0,0.5,1.0,0.5,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,1,1,1,dbec_recovers_all_missing,"[""Christian August, Prince of Anhalt-Zerbst""]",[],"[""Christian August, Prince of Anhalt-Zerbst""]","[""Joanna Elisabeth of Holstein-Gottorp"", ""Christian August of Holstein-Gottorp, Prince of Eutin"", ""Princess Albertina Frederica of Baden-Durlach""]","[""Christian August, Prince of Anhalt-Zerbst"", ""Joanna Elisabeth of Holstein-Gottorp"", ""Frederick II, Duke of Holstein-Gottorp"", ""Augusta Marie of Holstein-Gottorp"", ""John Adolf, Duke of Holstein-Gottorp""]",0.0,0.0,1.0,1.0,1.0,1.0,2,1,bind
2Wiki,65,Where was the place of death of Abdul-Aziz Bin Muhammad's father?,2,"[""Muhammad bin Saud"", ""Abdul-Aziz bin Muhammad""]",3,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Abdul-Aziz bin Muhammad"", ""Muhammad bin Saud"", ""Saud bin Abdul-Aziz bin Muhammad bin Saud""]","[""Abdullah ibn Muhammad"", ""Abdul-Aziz bin Muhammad"", ""Muhammad bin Saud"", ""Az-Zubayr ibn Abd al-Muttalib"", ""Abdul Aziz bin Musaid""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,bind
2Wiki,66,"Which film has the director who died later, Love, Honor And Oh-Baby! or I Cover The Underworld?",4,"[""R. G. Springsteen"", ""I Cover the Underworld"", ""Charles Lamont"", ""Love, Honor and Oh-Baby!""]",4,0,5,4,2,0,2,1.0,0.5,-0.5,1,0,SetR complete -> DBEC incomplete,DBEC loses support coverage,0,0,0,setr_no_missing_support,[],"[""I Cover the Underworld"", ""Love, Honor and Oh-Baby!""]",[],"[""I Cover the Underworld"", ""Love, Honor and Oh-Baby!"", ""R. G. Springsteen"", ""Charles Lamont""]","[""R. G. Springsteen"", ""Charles Lamont"", ""Where Was I"", ""Dugès"", ""When I Was Young""]",1.0,1.0,0.0,0.0,-1.0,-1.0,4,2,bind
2Wiki,67,Where was the director of film The Circus Cyclone born?,2,"[""Albert S. Rogell"", ""The Circus Cyclone""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""The Circus Cyclone"", ""Albert S. Rogell""]","[""Albert S. Rogell"", ""The Circus Cyclone"", ""The Knockout Kid"", ""Bury Me Not on the Lone Prairie (film)"", ""Sidney Olcott""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
2Wiki,68,"Are the movies Wizards Of The Lost Kingdom and Final Exam (1981 Film), from the same country?",2,"[""Wizards of the Lost Kingdom"", ""Final Exam (1981 film)""]",3,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Wizards of the Lost Kingdom II"", ""Wizards of the Lost Kingdom"", ""Final Exam (1981 film)""]","[""Where Was I"", ""List of Uruguayan films"", ""Wizards of the Lost Kingdom"", ""Final Exam (1981 film)"", ""Dugès""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,69,"Which museum was established first, Museum Of Croatian Archaeological Monuments or Bayernhof Music Museum?",2,"[""Museum of Croatian Archaeological Monuments"", ""Bayernhof Music Museum""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Museum of Croatian Archaeological Monuments"", ""Bayernhof Music Museum""]","[""Estonian Theatre and Music Museum"", ""Museum of Croatian Archaeological Monuments"", ""Bayernhof Music Museum"", ""Ali Baksh Jarnail"", ""Danish Music Museum""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,70,Are Christopher Newton (Criminal) and Frances M. Vega of the same nationality?,2,"[""Frances M. Vega"", ""Christopher Newton (criminal)""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Frances M. Vega"", ""Christopher Newton (criminal)""]","[""Abdul-Vahed Niyazov"", ""Frances M. Vega"", ""Christopher Newton"", ""Benjamin Kendrick Pierce"", ""Christopher Newton (criminal)""]",1.0,1.0,1.0,1.0,0.0,0.0,2,0,abstain
2Wiki,71,Where did the director of film Dancing In The Rain (Film) die?,2,"[""Dancing in the Rain (film)"", ""Boštjan Hladnik""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Dancing in the Rain (film)"", ""Boštjan Hladnik""]","[""Boštjan Hladnik"", ""Dancing in the Rain"", ""Dancing in the Rain (film)"", ""James Young (director)"", ""Where Was I""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
2Wiki,72,Where did Saw Thanda's husband die?,2,"[""Min Dikkha"", ""Saw Thanda""]",2,0,5,1,2,1,0,0.5,1.0,0.5,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,1,1,1,dbec_recovers_all_missing,"[""Min Dikkha""]",[],"[""Min Dikkha""]","[""Saw Thanda"", ""Bayin Htwe""]","[""Where Was I"", ""Saw Thanda"", ""Salin Mibaya"", ""Min Dikkha"", ""Gytha Thorkelsdóttir""]",0.0,0.0,1.0,1.0,1.0,1.0,2,1,abstain
2Wiki,73,"Did the movies Inside The Room and Crude Set Drama, originate from the same country?",2,"[""Inside the Room"", ""Crude Set Drama""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Crude Set Drama"", ""Inside the Room""]","[""The Room"", ""Crude Set Drama"", ""Kyōen Kobanzame"", ""In the Room"", ""Inside the Room""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,74,"Which film has the director who was born earlier, The Marriage Of Princess Demidoff or The Pocket-Knife?",4,"[""The Pocket-knife"", ""The Marriage of Princess Demidoff"", ""Ben Sombogaart"", ""Frederic Zelnik""]",4,0,5,4,3,0,1,1.0,0.75,-0.25,1,0,SetR complete -> DBEC incomplete,DBEC loses support coverage,0,0,0,setr_no_missing_support,[],"[""Ben Sombogaart""]",[],"[""The Marriage of Princess Demidoff"", ""Frederic Zelnik"", ""The Pocket-knife"", ""Ben Sombogaart""]","[""Konrad Wolf"", ""Frederic Zelnik"", ""Ringo-en no shōjo"", ""The Pocket-knife"", ""The Marriage of Princess Demidoff""]",1.0,1.0,1.0,1.0,0.0,0.0,4,2,bind
2Wiki,75,"Which film has the director who is older than the other, Airheads or Return To Cabin By The Lake?",4,"[""Michael Lehmann"", ""Return to Cabin by the Lake"", ""Airheads"", ""Po-Chih Leong""]",4,0,5,4,4,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Airheads"", ""Return to Cabin by the Lake"", ""Michael Lehmann"", ""Po-Chih Leong""]","[""Michael Lehmann"", ""Po-Chih Leong"", ""Return to Cabin by the Lake"", ""Airheads"", ""Return to Return to Nuke 'Em High AKA Volume 2""]",1.0,1.0,1.0,1.0,0.0,0.0,4,2,bind
2Wiki,76,"Which film was released first, A Romance Of Seville or Pirates Of The Sky?",2,"[""Pirates of the Sky"", ""A Romance of Seville""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""A Romance of Seville"", ""Pirates of the Sky""]","[""A House of Sand"", ""Pirates of the Sky"", ""A Romance of Seville"", ""The Trail of the Lonesome Pine (1923 film)"", ""Our Emden""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,77,"Which film has the director died later, Lost In The Stratosphere or Blind Man'S Eyes?",4,"[""Melville W. Brown"", ""Blind Man's Eyes"", ""Lost in the Stratosphere"", ""John Ince (actor)""]",3,1,5,2,3,2,1,0.5,0.75,0.25,0,0,SetR incomplete -> DBEC incomplete,DBEC improves support coverage,1,1,0,dbec_recovers_some_missing,"[""Blind Man's Eyes"", ""John Ince (actor)""]","[""John Ince (actor)""]","[""Blind Man's Eyes""]","[""Lost in the Stratosphere"", ""Melville W. Brown"", ""William Cagney""]","[""Blind Man's Eyes"", ""Melville W. Brown"", ""Lost in the Stratosphere"", ""Blind Man (film)"", ""Dead Man's Eyes""]",0.0,0.0,0.0,0.0,0.0,0.0,4,2,bind
2Wiki,78,What nationality is the performer of song Am I Wrong (Étienne De Crécy Song)?,2,"[""Am I Wrong (Étienne de Crécy song)"", ""Étienne de Crécy""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Am I Wrong (Étienne de Crécy song)"", ""Étienne de Crécy""]","[""Am I Wrong (Étienne de Crécy song)"", ""Étienne de Crécy"", ""Where Was I"", ""Dugès"", ""When I Was Young""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,bind
2Wiki,79,"Who was born earlier, Marjatta Raita or Bruce Coulter?",2,"[""Marjatta Raita"", ""Bruce Coulter""]",2,0,5,2,0,0,2,1.0,0.0,-1.0,1,0,SetR complete -> DBEC incomplete,DBEC loses support coverage,0,0,0,setr_no_missing_support,[],"[""Marjatta Raita"", ""Bruce Coulter""]",[],"[""Bruce Coulter"", ""Marjatta Raita""]","[""Hélène Grenier"", ""When I Was Young"", ""John Veltri"", ""Christopher Hart"", ""Dugès""]",1.0,1.0,0.0,0.0,-1.0,-1.0,3,1,abstain
2Wiki,80,Who is the mother of the director of film Atomised (Film)?,2,"[""Oskar Roehler"", ""Atomised (film)""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Atomised (film)"", ""Oskar Roehler""]","[""Oskar Roehler"", ""Atomised (film)"", ""Jacques Doillon"", ""3096 Days"", ""Steve Cooreman""]",1.0,1.0,0.0,0.0,-1.0,-1.0,2,1,bind
2Wiki,81,Was Angus Wagner or Juan Carlos Falcón born first?,2,"[""Juan Carlos Falcón"", ""Angus Wagner""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Angus Wagner"", ""Juan Carlos Falcón""]","[""When I Was Young"", ""Juan Carlos Falcón"", ""Angus Wagner"", ""Dugès"", ""Alberto Falcón""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,82,What is the date of birth of Henry I Of Ziębice's father?,2,"[""Nicholas the Small"", ""Henry I of Ziębice""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Henry I of Ziębice"", ""Nicholas the Small""]","[""Nicholas the Small"", ""Henry I of Ziębice"", ""Jan I of Żagań"", ""Henry VIII of Legnica"", ""Wenceslaus I of Legnica""]",0.0,0.4,0.0,0.4,0.0,0.0,2,1,bind
2Wiki,83,Was Sammy Hagar or Renaud Garcia-Fons born first?,2,"[""Renaud Garcia-Fons"", ""Sammy Hagar""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Sammy Hagar"", ""Renaud Garcia-Fons""]","[""Renaud Garcia-Fons"", ""Sammy Hagar"", ""Dugès"", ""Nguyên Lê"", ""David Lauser""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,84,Do David Elliot (Illustrator) and Eustace William Ferguson share the same nationality?,2,"[""Eustace William Ferguson"", ""David Elliot (illustrator)""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Eustace William Ferguson"", ""David Elliot (illustrator)""]","[""David Elliot (illustrator)"", ""Eustace William Ferguson"", ""David Elliot (footballer)"", ""Adam Rex"", ""Oscar Mariné""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,bind
2Wiki,85,Where was the composer of song Back In The U.S.A. born?,2,"[""Chuck Berry"", ""Back in the U.S.A.""]",5,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Back in the U.S.A."", ""Chuck Berry"", ""Leon Carr"", ""See the USA in Your Chevrolet"", ""Mel Henke""]","[""Chuck Berry"", ""Back in the U.S.A."", ""Where Was I"", ""Elvis Presley"", ""Leon Carr""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
2Wiki,86,"Who is older, Cheryl Saban or Dmitry Grigorieff?",2,"[""Dmitry Grigorieff"", ""Cheryl Saban""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Dmitry Grigorieff"", ""Cheryl Saban""]","[""Hélène Grenier"", ""Dugès"", ""Cheryl Saban"", ""Dmitry Grigorieff"", ""When I Was Young""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,87,"Which film has the director who was born later, The First Day Of Freedom or Malabimba – The Malicious Whore?",4,"[""Malabimba – The Malicious Whore"", ""Aleksander Ford"", ""Andrea Bianchi"", ""The First Day of Freedom""]",3,1,5,3,4,1,0,0.75,1.0,0.25,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,1,1,1,dbec_recovers_all_missing,"[""Aleksander Ford""]",[],"[""Aleksander Ford""]","[""Malabimba – The Malicious Whore"", ""The First Day of Freedom"", ""Andrea Bianchi""]","[""Andrea Bianchi"", ""Aleksander Ford"", ""The First Day of Freedom"", ""Malabimba – The Malicious Whore"", ""Alain Jessua""]",0.0,0.0,1.0,1.0,1.0,1.0,4,2,bind
