dataset,base_dataset,query_index,question,primary_bucket,missing_gold_count,source_has_all_missing_gold,rank_fill5_recovered_missing_count,binding_candidate_recovered_missing_count,dbec_greedy_path_recovered_missing_count,dbec_final_recovered_missing_count,rank_added_gold_count,dbec_added_gold_count,dbec_added_non_gold_count,dbec_replaced_rank_gold_count,dbec_final_duplicate_title_count,near_title_substitution_count,near_title_substitution_pairs_json,bucket_counts_json,gold_titles_json,setr_missing_titles_json,setr_titles_json,rank_fill_titles_json,dbec_titles_json,dbec_greedy_path_titles_json,binding_candidate_titles_json,setr_f1,dbec_f1,delta_f1_dbec_minus_setr,repair_gated_net_gold_delta_vs_rank,repair_gated_harmful_replacement
2Wiki,2wikimultihopqa,262,"Which film has the director born later, Charlie Chan In Honolulu or Lianna?",all_missing_gold_recovered_by_dbec,1,1,1,1,0,1,1,1,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Lianna"", ""John Sayles"", ""Charlie Chan in Honolulu"", ""H. Bruce Humberstone""]","[""H. Bruce Humberstone""]","[""Lianna"", ""Charlie Chan in Honolulu"", ""John Sayles""]","[""Lianna"", ""Charlie Chan in Honolulu"", ""John Sayles"", ""H. Bruce Humberstone"", ""Layne Tom Jr.""]","[""Po-Chih Leong"", ""John Sayles"", ""Lianna"", ""Charlie Chan in Honolulu"", ""H. Bruce Humberstone""]","[""Po-Chih Leong"", ""John Sayles"", ""Lianna"", ""Charlie Chan in Honolulu""]","[""H. Bruce Humberstone"", ""Po-Chih Leong"", ""John Sayles""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,266,"Which film has the director who died later, Bad Subject or Making Babies?",all_missing_gold_recovered_by_dbec,2,1,2,1,2,2,2,2,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""Bad Subject"", ""Daniel Lind Lagerlöf"", ""Making Babies"", ""Carlo Ludovico Bragaglia""]","[""Making Babies"", ""Carlo Ludovico Bragaglia""]","[""Bad Subject"", ""Daniel Lind Lagerlöf""]","[""Bad Subject"", ""Daniel Lind Lagerlöf"", ""Making Babies"", ""Carlo Ludovico Bragaglia"", ""Jonathan Demme""]","[""Daniel Lind Lagerlöf"", ""Carlo Ludovico Bragaglia"", ""Making Babies"", ""Bad Subject"", ""Jonathan Demme""]","[""Daniel Lind Lagerlöf"", ""Carlo Ludovico Bragaglia"", ""Making Babies"", ""Bad Subject""]","[""Carlo Ludovico Bragaglia"", ""Daniel Lind Lagerlöf""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,279,"Which film has the director born later, Tell It To The Bees or House Of The Black Death?",gold_in_binding_candidates_not_selected,2,1,1,2,1,1,1,1,2,0,0,0,[],"{""gold_in_binding_candidates_not_selected"": 1, ""gold_recovered_by_dbec_final"": 1}","[""House of the Black Death"", ""Tell It to the Bees"", ""Jerry Warren"", ""Annabel Jankel""]","[""Jerry Warren"", ""Annabel Jankel""]","[""Tell It to the Bees"", ""House of the Black Death""]","[""Tell It to the Bees"", ""House of the Black Death"", ""Annabel Jankel"", ""Gurinder Chadha"", ""Peter Greenaway""]","[""Maurice Elvey"", ""Annabel Jankel"", ""Tell It to the Bees"", ""House of the Black Death"", ""Gurinder Chadha""]","[""Maurice Elvey"", ""Annabel Jankel"", ""Tell It to the Bees"", ""House of the Black Death""]","[""Annabel Jankel"", ""Jerry Warren"", ""Maurice Elvey""]",0.0,1.0,1.0,0,0
2Wiki,2wikimultihopqa,303,"Which film has the director who was born earlier, A Romance Of The Air or How Moscha Came Back?",all_missing_gold_recovered_by_dbec,1,1,0,1,1,1,0,1,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""How Moscha Came Back"", ""Harry Revier"", ""Phillips Smalley"", ""A Romance of the Air""]","[""Harry Revier""]","[""How Moscha Came Back"", ""A Romance of the Air"", ""Phillips Smalley""]","[""How Moscha Came Back"", ""A Romance of the Air"", ""Phillips Smalley"", ""The Picture of Dorian Gray (1913 film)"", ""The Revenge of Tarzan""]","[""Phillips Smalley"", ""Harry Revier"", ""How Moscha Came Back"", ""A Romance of the Air"", ""The Picture of Dorian Gray (1913 film)""]","[""Phillips Smalley"", ""Harry Revier"", ""How Moscha Came Back"", ""A Romance of the Air""]","[""Harry Revier"", ""Phillips Smalley""]",1.0,1.0,0.0,1,0
2Wiki,2wikimultihopqa,316,Are director of film Raitu Kutumbam and director of film Closet Land both from the same country?,all_missing_gold_recovered_by_dbec,1,1,1,0,1,1,1,1,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Closet Land"", ""Raitu Kutumbam"", ""Radha Bharadwaj"", ""Tatineni Rama Rao""]","[""Closet Land""]","[""Radha Bharadwaj"", ""Raitu Kutumbam"", ""Tatineni Rama Rao""]","[""Radha Bharadwaj"", ""Raitu Kutumbam"", ""Tatineni Rama Rao"", ""Closet Land"", ""K. Raghavendra Rao""]","[""Radha Bharadwaj"", ""Tatineni Rama Rao"", ""Closet Land"", ""Raitu Kutumbam"", ""K. Raghavendra Rao""]","[""Radha Bharadwaj"", ""Tatineni Rama Rao"", ""Closet Land"", ""Raitu Kutumbam""]","[""Tatineni Rama Rao"", ""P. S. Ramakrishna Rao"", ""Radha Bharadwaj""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,324,"Which film has the director who died earlier, Max And Helen or Held Einer Nacht?",all_missing_gold_recovered_by_dbec,1,1,1,1,1,1,1,1,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Held einer Nacht"", ""Max and Helen"", ""Philip Saville"", ""Martin Frič""]","[""Philip Saville""]","[""Max and Helen"", ""Held einer Nacht"", ""Martin Frič""]","[""Max and Helen"", ""Held einer Nacht"", ""Martin Frič"", ""Philip Saville"", ""Helmut Käutner""]","[""Philip Saville"", ""Martin Frič"", ""Held einer Nacht"", ""Max and Helen"", ""Helmut Käutner""]","[""Philip Saville"", ""Martin Frič"", ""Held einer Nacht"", ""Max and Helen""]","[""Philip Saville"", ""Gérard Oury"", ""Martin Frič""]",0.0,1.0,1.0,0,0
2Wiki,2wikimultihopqa,344,"Which film has the director who was born first, The Parson And The Outlaw or The Black Marble?",gold_absent_from_source_pool,1,0,0,0,0,0,0,0,2,0,0,0,[],"{""gold_absent_from_source_pool"": 1}","[""Harold Becker"", ""The Black Marble"", ""The Parson and the Outlaw"", ""Oliver Drake (filmmaker)""]","[""Oliver Drake (filmmaker)""]","[""The Parson and the Outlaw"", ""The Black Marble"", ""Harold Becker""]","[""The Parson and the Outlaw"", ""The Black Marble"", ""Harold Becker"", ""Swamp Women"", ""Jack Arnold (director)""]","[""The Parson and the Outlaw"", ""Harold Becker"", ""The Black Marble"", ""Swamp Women"", ""Jack Arnold (director)""]","[""The Parson and the Outlaw"", ""Harold Becker"", ""The Black Marble""]","[""Harold Becker""]",0.0,1.0,1.0,0,0
2Wiki,2wikimultihopqa,373,"Which film has the director who was born later, Complete Unknown or Dr. Goldfoot And The Girl Bombs?",gold_absent_from_source_pool,2,0,1,0,1,1,1,1,2,0,0,0,[],"{""gold_absent_from_source_pool"": 1, ""gold_recovered_by_dbec_final"": 1}","[""Dr. Goldfoot and the Girl Bombs"", ""Mario Bava"", ""Joshua Marston"", ""Complete Unknown""]","[""Dr. Goldfoot and the Girl Bombs"", ""Mario Bava""]","[""Complete Unknown"", ""Joshua Marston""]","[""Complete Unknown"", ""Joshua Marston"", ""Dr. Goldfoot and the Girl Bombs"", ""Antonio Rinaldi (cinematographer)"", ""Riccardo Freda""]","[""Dr. Goldfoot and the Girl Bombs"", ""Joshua Marston"", ""Complete Unknown"", ""Antonio Rinaldi (cinematographer)"", ""Riccardo Freda""]","[""Dr. Goldfoot and the Girl Bombs"", ""Joshua Marston"", ""Complete Unknown""]","[""Joshua Marston""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,411,"Which film whose director was born first, Anatomy Of Hell or Metello?",all_missing_gold_recovered_by_dbec,1,1,1,1,1,1,1,1,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Metello"", ""Catherine Breillat"", ""Anatomy of Hell"", ""Mauro Bolognini""]","[""Catherine Breillat""]","[""Anatomy of Hell"", ""Metello"", ""Mauro Bolognini""]","[""Anatomy of Hell"", ""Metello"", ""Mauro Bolognini"", ""Catherine Breillat"", ""Mariano Laurenti""]","[""Mauro Bolognini"", ""Catherine Breillat"", ""Metello"", ""Anatomy of Hell"", ""Mariano Laurenti""]","[""Mauro Bolognini"", ""Catherine Breillat"", ""Metello"", ""Anatomy of Hell""]","[""Catherine Breillat"", ""Mauro Bolognini""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,412,"Which film has the director who died later, Eyes Of Youth or The Vagabond Prince?",all_missing_gold_recovered_by_dbec,1,1,1,1,1,1,1,1,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""The Vagabond Prince"", ""Albert Parker (director)"", ""Charles Giblyn"", ""Eyes of Youth""]","[""Charles Giblyn""]","[""Albert Parker (director)"", ""Eyes of Youth"", ""The Vagabond Prince""]","[""Albert Parker (director)"", ""Eyes of Youth"", ""The Vagabond Prince"", ""Thomas H. Ince"", ""Charles Giblyn""]","[""Konrad Wolf"", ""Charles Giblyn"", ""The Vagabond Prince"", ""Eyes of Youth"", ""Albert Parker (director)""]","[""Konrad Wolf"", ""Charles Giblyn"", ""The Vagabond Prince"", ""Eyes of Youth""]","[""Albert Parker (director)"", ""Konrad Wolf"", ""Charles Giblyn""]",1.0,1.0,0.0,-1,1
2Wiki,2wikimultihopqa,420,"Which film whose director was born first, Poola Rangadu or Paganini Horror?",all_missing_gold_recovered_by_dbec,1,1,1,0,1,1,1,1,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Adurthi Subba Rao"", ""Luigi Cozzi"", ""Paganini Horror"", ""Poola Rangadu""]","[""Poola Rangadu""]","[""Adurthi Subba Rao"", ""Paganini Horror"", ""Luigi Cozzi""]","[""Adurthi Subba Rao"", ""Paganini Horror"", ""Luigi Cozzi"", ""Poola Rangadu"", ""Pupi Avati""]","[""Luigi Cozzi"", ""Adurthi Subba Rao"", ""Paganini Horror"", ""Poola Rangadu"", ""Pupi Avati""]","[""Luigi Cozzi"", ""Adurthi Subba Rao"", ""Paganini Horror"", ""Poola Rangadu""]","[""Adurthi Subba Rao"", ""Luigi Cozzi""]",0.0,1.0,1.0,0,0
2Wiki,2wikimultihopqa,427,Do both directors of films Friday The 13Th (1916 Film) and Beaumarchais (Film) share the same nationality?,gold_source_only_not_rank_or_dbec,2,1,1,1,1,1,1,1,2,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Édouard Molinaro"", ""Friday the 13th (1916 film)"", ""Beaumarchais (film)"", ""Émile Chautard""]","[""Édouard Molinaro"", ""Émile Chautard""]","[""Beaumarchais (film)"", ""Friday the 13th (1916 film)"", ""Richard Pottier""]","[""Beaumarchais (film)"", ""Friday the 13th (1916 film)"", ""Richard Pottier"", ""Édouard Molinaro"", ""Harry Beaumont""]","[""Édouard Molinaro"", ""Friday the 13th (1916 film)"", ""Beaumarchais (film)"", ""Bertrand Tavernier"", ""Harry Beaumont""]","[""Édouard Molinaro"", ""Friday the 13th (1916 film)"", ""Beaumarchais (film)"", ""Bertrand Tavernier""]","[""Édouard Molinaro"", ""Jean Grémillon""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,435,"Which film has the director born earlier, Badman'S Gold or Sugar, Honey And Pepper?",gold_in_binding_candidates_not_selected,2,1,0,2,1,1,0,1,2,0,0,0,[],"{""gold_in_binding_candidates_not_selected"": 1, ""gold_recovered_by_dbec_final"": 1}","[""Robert Emmett Tansey"", ""Sergio Martino"", ""Sugar, Honey and Pepper"", ""Badman's Gold""]","[""Robert Emmett Tansey"", ""Sergio Martino""]","[""Badman's Gold"", ""Sugar, Honey and Pepper""]","[""Badman's Gold"", ""Sugar, Honey and Pepper"", ""Jonathan Demme"", ""John Sayles"", ""William Friedkin""]","[""George Sherman"", ""Sergio Martino"", ""Sugar, Honey and Pepper"", ""Badman's Gold"", ""Jonathan Demme""]","[""George Sherman"", ""Sergio Martino"", ""Sugar, Honey and Pepper"", ""Badman's Gold""]","[""Robert Emmett Tansey"", ""George Sherman"", ""Sergio Martino""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,441,"Which film whose director is younger, Tall Man Riding or Şalvar Davası?",all_missing_gold_recovered_by_dbec,1,1,1,1,1,1,1,1,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Kartal Tibet"", ""Lesley Selander"", ""Tall Man Riding"", ""Şalvar Davası""]","[""Lesley Selander""]","[""Tall Man Riding"", ""Kartal Tibet"", ""Şalvar Davası""]","[""Tall Man Riding"", ""Kartal Tibet"", ""Şalvar Davası"", ""Lesley Selander"", ""Robert M. Young (director)""]","[""Kartal Tibet"", ""Lesley Selander"", ""Tall Man Riding"", ""Şalvar Davası"", ""Robert M. Young (director)""]","[""Kartal Tibet"", ""Lesley Selander"", ""Tall Man Riding"", ""Şalvar Davası""]","[""Lesley Selander"", ""Kartal Tibet""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,458,"Which film has the director died earlier, Kanchana Sita or Ghost Of The China Sea?",all_missing_gold_recovered_by_dbec,2,1,2,2,2,2,2,2,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""G. Aravindan"", ""Kanchana Sita"", ""Fred F. Sears"", ""Ghost of the China Sea""]","[""G. Aravindan"", ""Fred F. Sears""]","[""Ghost of the China Sea"", ""Kanchana Sita""]","[""Ghost of the China Sea"", ""Kanchana Sita"", ""G. Aravindan"", ""Fred F. Sears"", ""Dasari Narayana Rao""]","[""Fred F. Sears"", ""G. Aravindan"", ""Kanchana Sita"", ""Ghost of the China Sea"", ""Dasari Narayana Rao""]","[""Fred F. Sears"", ""G. Aravindan"", ""Kanchana Sita"", ""Ghost of the China Sea""]","[""G. Aravindan"", ""Aatma Gowravam"", ""D. Madhusudhana Rao"", ""Fred F. Sears""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,461,"Which film has the director born later, Hum Dil De Chuke Sanam or The Greyhound Limited?",all_missing_gold_recovered_by_dbec,2,1,2,2,2,2,2,2,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""Hum Dil De Chuke Sanam"", ""The Greyhound Limited"", ""Sanjay Leela Bhansali"", ""Howard Bretherton""]","[""Sanjay Leela Bhansali"", ""Howard Bretherton""]","[""Hum Dil De Chuke Sanam"", ""The Greyhound Limited""]","[""Hum Dil De Chuke Sanam"", ""The Greyhound Limited"", ""The Winning of Barbara Worth"", ""Sanjay Leela Bhansali"", ""Howard Bretherton""]","[""Sanjay Leela Bhansali"", ""Howard Bretherton"", ""The Greyhound Limited"", ""Hum Dil De Chuke Sanam"", ""The Winning of Barbara Worth""]","[""Sanjay Leela Bhansali"", ""Howard Bretherton"", ""The Greyhound Limited"", ""Hum Dil De Chuke Sanam""]","[""Sanjay Leela Bhansali"", ""Howard Bretherton""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,467,"Which film has the director died earlier, John Jaffer Janardhanan or Kamakalawa?",gold_source_only_not_rank_or_dbec,2,1,1,0,1,1,1,1,2,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""John Jaffer Janardhanan"", ""Kamakalawa"", ""I. V. Sasi"", ""Eddie Romero""]","[""John Jaffer Janardhanan"", ""Eddie Romero""]","[""I. V. Sasi"", ""Kamakalawa""]","[""I. V. Sasi"", ""Kamakalawa"", ""John Jaffer Janardhanan"", ""Lino Brocka"", ""J. Sasikumar""]","[""G. Marthandan"", ""Kamakalawa"", ""John Jaffer Janardhanan"", ""Marco Ferreri"", ""I. V. Sasi""]","[""G. Marthandan"", ""Kamakalawa"", ""John Jaffer Janardhanan"", ""Marco Ferreri""]",[],0.0,1.0,1.0,0,0
2Wiki,2wikimultihopqa,469,"Which film has the director died first, Ask A Policeman or The Half-Naked Truth?",all_missing_gold_recovered_by_dbec,1,1,1,1,0,1,1,1,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Ask a Policeman"", ""Marcel Varnel"", ""The Half-Naked Truth"", ""Gregory La Cava""]","[""Gregory La Cava""]","[""Ask a Policeman"", ""The Half-Naked Truth"", ""Marcel Varnel""]","[""Ask a Policeman"", ""The Half-Naked Truth"", ""Marcel Varnel"", ""Gregory La Cava"", ""The Naked Truth (1914 film)""]","[""Helmut Weiss"", ""Marcel Varnel"", ""Ask a Policeman"", ""The Half-Naked Truth"", ""Gregory La Cava""]","[""Helmut Weiss"", ""Marcel Varnel"", ""Ask a Policeman"", ""The Half-Naked Truth""]","[""Marcel Varnel"", ""Gregory La Cava"", ""Helmut Weiss""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,472,"Which film whose director is younger, Return Of The Hero or Home In Indiana?",all_missing_gold_recovered_by_dbec,1,1,0,1,1,1,0,1,2,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Home in Indiana"", ""Henry Hathaway"", ""Return of the Hero"", ""Laurent Tirard""]","[""Henry Hathaway""]","[""Return of the Hero"", ""Laurent Tirard"", ""Home in Indiana""]","[""Return of the Hero"", ""Laurent Tirard"", ""Home in Indiana"", ""The Very Merry Widows"", ""Édouard Niermans (director)""]","[""Édouard Niermans (director)"", ""Henry Hathaway"", ""Where Was I"", ""Return of the Hero"", ""Home in Indiana""]","[""Édouard Niermans (director)"", ""Henry Hathaway"", ""Where Was I"", ""Return of the Hero"", ""Home in Indiana""]","[""Laurent Tirard"", ""Édouard Niermans (director)"", ""Henry Hathaway""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,473,"Which film has the director born earlier, Comedy! or Ven Mi Corazón Te Llama?",gold_in_binding_candidates_not_selected,2,1,2,2,1,1,2,1,2,1,0,0,[],"{""gold_in_binding_candidates_not_selected"": 1, ""gold_recovered_by_dbec_final"": 1}","[""Manuel Romero"", ""Comedy!"", ""Jacques Doillon"", ""Ven mi corazón te llama""]","[""Manuel Romero"", ""Jacques Doillon""]","[""Comedy!"", ""Ven mi corazón te llama""]","[""Comedy!"", ""Ven mi corazón te llama"", ""Jacques Doillon"", ""Manuel Romero"", ""In a Woman's Power""]","[""Steno (director)"", ""Manuel Romero"", ""Dugès"", ""Comedy!"", ""Ven mi corazón te llama""]","[""Steno (director)"", ""Manuel Romero"", ""Dugès"", ""Comedy!"", ""Ven mi corazón te llama""]","[""Jacques Doillon"", ""Steno (director)"", ""Gérard Oury"", ""Manuel Romero""]",0.0,1.0,1.0,0,0
2Wiki,2wikimultihopqa,485,"Which film whose director is younger, Wolves Of The North or Action In Arabia?",gold_source_only_not_rank_or_dbec,2,1,1,1,0,1,1,1,2,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Action in Arabia"", ""Léonide Moguy"", ""Wolves of the North"", ""William Duncan (actor)""]","[""Léonide Moguy"", ""William Duncan (actor)""]","[""Action in Arabia"", ""Wolves of the North""]","[""Action in Arabia"", ""Wolves of the North"", ""William Duncan (actor)"", ""Howard Hawks"", ""Wolves of the Range""]","[""Konrad Wolf"", ""Action in Arabia"", ""Wolves of the North"", ""William Duncan (actor)"", ""Howard Hawks""]","[""Konrad Wolf"", ""Action in Arabia"", ""Wolves of the North""]","[""William Duncan (actor)"", ""Konrad Wolf""]",0.0,1.0,1.0,0,0
2Wiki,2wikimultihopqa,492,"Which film has the director born later, House Of Blackmail or Taxi Zum Klo?",gold_in_binding_candidates_not_selected,2,1,2,2,1,1,2,1,2,1,0,0,[],"{""gold_in_binding_candidates_not_selected"": 1, ""gold_recovered_by_dbec_final"": 1}","[""House of Blackmail"", ""Frank Ripploh"", ""Taxi zum Klo"", ""Maurice Elvey""]","[""Frank Ripploh"", ""Maurice Elvey""]","[""Taxi zum Klo"", ""House of Blackmail""]","[""Taxi zum Klo"", ""House of Blackmail"", ""Frank Ripploh"", ""Taxi nach Kairo"", ""Maurice Elvey""]","[""Frank Ripploh"", ""John Cromwell (director)"", ""House of Blackmail"", ""Taxi zum Klo"", ""Taxi nach Kairo""]","[""Frank Ripploh"", ""John Cromwell (director)"", ""House of Blackmail"", ""Taxi zum Klo""]","[""Maurice Elvey"", ""House of the Black Death"", ""Jerry Warren"", ""John Cromwell (director)"", ""Frank Ripploh""]",0.0,1.0,1.0,0,0
2Wiki,2wikimultihopqa,499,"Which film has the director born later, Ask A Policeman or The Half-Naked Truth?",all_missing_gold_recovered_by_dbec,1,1,1,1,1,1,1,1,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Gregory La Cava"", ""Ask a Policeman"", ""The Half-Naked Truth"", ""Marcel Varnel""]","[""Gregory La Cava""]","[""The Half-Naked Truth"", ""Ask a Policeman"", ""Marcel Varnel""]","[""The Half-Naked Truth"", ""Ask a Policeman"", ""Marcel Varnel"", ""The Naked Truth (1914 film)"", ""Gregory La Cava""]","[""Gregory La Cava"", ""Marcel Varnel"", ""The Half-Naked Truth"", ""Ask a Policeman"", ""The Naked Truth (1914 film)""]","[""Gregory La Cava"", ""Marcel Varnel"", ""The Half-Naked Truth"", ""Ask a Policeman""]","[""Marcel Varnel"", ""Gregory La Cava""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,502,Are both directors of films Target Zero and Midnight Court (Film) from the same country?,all_missing_gold_recovered_by_dbec,1,1,0,1,1,1,0,1,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Harmon Jones"", ""Frank McDonald (director)"", ""Midnight Court (film)"", ""Target Zero""]","[""Harmon Jones""]","[""Target Zero"", ""Midnight Court (film)"", ""Frank McDonald (director)""]","[""Target Zero"", ""Midnight Court (film)"", ""Frank McDonald (director)"", ""A Day of Fury"", ""Zero Tolerance (2015 film)""]","[""Harmon Jones"", ""Frank McDonald (director)"", ""Midnight Court (film)"", ""Target Zero"", ""A Day of Fury""]","[""Harmon Jones"", ""Frank McDonald (director)"", ""Midnight Court (film)"", ""Target Zero""]","[""Harmon Jones"", ""Hassan Zee"", ""Ian Barry (director)"", ""Tom Clegg (director)"", ""Frank McDonald (director)"", ""Ian Barry (director)""]",0.0,1.0,1.0,1,0
2Wiki,2wikimultihopqa,505,"Which film has the director born earlier, Did A Good Man Die? or The Last Of The Knucklemen?",all_missing_gold_recovered_by_dbec,2,1,2,2,2,2,2,2,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""Fadil Hadžić"", ""The Last of the Knucklemen"", ""Tim Burstall"", ""Did a Good Man Die?""]","[""Fadil Hadžić"", ""Tim Burstall""]","[""Did a Good Man Die?"", ""The Last of the Knucklemen""]","[""Did a Good Man Die?"", ""The Last of the Knucklemen"", ""Tim Burstall"", ""Fadil Hadžić"", ""My Dear Angel""]","[""Fadil Hadžić"", ""Tim Burstall"", ""The Last of the Knucklemen"", ""Did a Good Man Die?"", ""My Dear Angel""]","[""Fadil Hadžić"", ""Tim Burstall"", ""The Last of the Knucklemen"", ""Did a Good Man Die?""]","[""Fadil Hadžić"", ""Tim Burstall""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,509,Do both films The Majesty Of The Law and The Taint (Film) have the directors that share the same nationality?,all_missing_gold_recovered_by_dbec,1,1,1,1,1,1,1,1,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Sidney Olcott"", ""The Taint (film)"", ""The Majesty of the Law"", ""Julia Crawford Ivers""]","[""Julia Crawford Ivers""]","[""The Majesty of the Law"", ""The Taint (film)"", ""Sidney Olcott""]","[""The Majesty of the Law"", ""The Taint (film)"", ""Sidney Olcott"", ""Julia Crawford Ivers"", ""Wisit Sasanatieng""]","[""Sidney Olcott"", ""Julia Crawford Ivers"", ""The Majesty of the Law"", ""The Taint (film)"", ""Wisit Sasanatieng""]","[""Sidney Olcott"", ""Julia Crawford Ivers"", ""The Majesty of the Law"", ""The Taint (film)""]","[""Julia Crawford Ivers"", ""Sidney Olcott"", ""TK McKamy""]",1.0,1.0,0.0,0,0
