dataset,base_dataset,query_index,question,gold_title,bucket,source_has_gold,source_gold_positions_json,source_best_gold_rank,rank_fill5_has_gold,binding_candidates_have_gold,dbec_greedy_path_has_gold,dbec_final_has_gold,setr_selected_count,gold_doc_count,requirement_count,dependent_req_count,setr_f1,dbec_f1,delta_f1_dbec_minus_setr,rank_fill_positions_json,rank_fill_titles_json,dbec_final_positions_json,dbec_final_titles_json,dbec_greedy_path_positions_json,dbec_greedy_path_titles_json,binding_candidate_positions_json,binding_candidate_titles_json
2Wiki,2wikimultihopqa,244,"Do both films, The Wild Frontier (Film) and The Sundowners (1960 Film), have the directors who are from the same country?",Philip Ford (film director),gold_recovered_by_dbec_final,1,[20],20,0,1,1,1,3,4,4,2,1.0,1.0,0.0,"[0, 4, 5, 1, 2]","[""The Sundowners (1960 film)"", ""The Wild Frontier (film)"", ""John Farrow"", ""The Sundowners (1950 film)"", ""Home in Indiana""]","[88, 20, 1, 4, 0]","[""Peter Glenville"", ""Philip Ford (film director)"", ""The Sundowners (1950 film)"", ""The Wild Frontier (film)"", ""The Sundowners (1960 film)""]","[88, 20, 1, 4]","[""Peter Glenville"", ""Philip Ford (film director)"", ""The Sundowners (1950 film)"", ""The Wild Frontier (film)""]","[20, 96, 88]","[""Philip Ford (film director)"", ""Ian Barry (director)"", ""Peter Glenville""]"
2Wiki,2wikimultihopqa,244,"Do both films, The Wild Frontier (Film) and The Sundowners (1960 Film), have the directors who are from the same country?",Fred Zinnemann,gold_absent_from_source_pool,0,[],,0,0,0,0,3,4,4,2,1.0,1.0,0.0,"[0, 4, 5, 1, 2]","[""The Sundowners (1960 film)"", ""The Wild Frontier (film)"", ""John Farrow"", ""The Sundowners (1950 film)"", ""Home in Indiana""]","[88, 20, 1, 4, 0]","[""Peter Glenville"", ""Philip Ford (film director)"", ""The Sundowners (1950 film)"", ""The Wild Frontier (film)"", ""The Sundowners (1960 film)""]","[88, 20, 1, 4]","[""Peter Glenville"", ""Philip Ford (film director)"", ""The Sundowners (1950 film)"", ""The Wild Frontier (film)""]","[20, 96, 88]","[""Philip Ford (film director)"", ""Ian Barry (director)"", ""Peter Glenville""]"
2Wiki,2wikimultihopqa,249,"Which film has the director who died earlier, The Hitler Gang or Flannelfoot?",John Farrow,gold_recovered_by_dbec_final,1,[59],59,0,1,1,1,3,4,4,2,0.0,1.0,1.0,"[0, 1, 2, 3, 4]","[""Flannelfoot"", ""The Hitler Gang"", ""Maclean Rogers"", ""Johnny on the Spot"", ""Hitler – Dead or Alive""]","[2, 59, 1, 0, 3]","[""Maclean Rogers"", ""John Farrow"", ""The Hitler Gang"", ""Flannelfoot"", ""Johnny on the Spot""]","[2, 59, 1, 0]","[""Maclean Rogers"", ""John Farrow"", ""The Hitler Gang"", ""Flannelfoot""]","[59, 2, 79]","[""John Farrow"", ""Maclean Rogers"", ""Gordon Flemyng""]"
2Wiki,2wikimultihopqa,262,"Which film has the director born later, Charlie Chan In Honolulu or Lianna?",H. Bruce Humberstone,gold_recovered_by_dbec_final,1,[2],2,1,1,0,1,3,4,4,2,1.0,1.0,0.0,"[0, 1, 3, 2, 4]","[""Lianna"", ""Charlie Chan in Honolulu"", ""John Sayles"", ""H. Bruce Humberstone"", ""Layne Tom Jr.""]","[50, 3, 0, 1, 2]","[""Po-Chih Leong"", ""John Sayles"", ""Lianna"", ""Charlie Chan in Honolulu"", ""H. Bruce Humberstone""]","[50, 3, 0, 1]","[""Po-Chih Leong"", ""John Sayles"", ""Lianna"", ""Charlie Chan in Honolulu""]","[2, 50, 3]","[""H. Bruce Humberstone"", ""Po-Chih Leong"", ""John Sayles""]"
2Wiki,2wikimultihopqa,266,"Which film has the director who died later, Bad Subject or Making Babies?",Making Babies,gold_recovered_by_dbec_final,1,[0],0,1,0,1,1,2,4,4,2,1.0,1.0,0.0,"[1, 6, 0, 2, 3]","[""Bad Subject"", ""Daniel Lind Lagerlöf"", ""Making Babies"", ""Carlo Ludovico Bragaglia"", ""Jonathan Demme""]","[6, 2, 0, 1, 3]","[""Daniel Lind Lagerlöf"", ""Carlo Ludovico Bragaglia"", ""Making Babies"", ""Bad Subject"", ""Jonathan Demme""]","[6, 2, 0, 1]","[""Daniel Lind Lagerlöf"", ""Carlo Ludovico Bragaglia"", ""Making Babies"", ""Bad Subject""]","[2, 6]","[""Carlo Ludovico Bragaglia"", ""Daniel Lind Lagerlöf""]"
2Wiki,2wikimultihopqa,266,"Which film has the director who died later, Bad Subject or Making Babies?",Carlo Ludovico Bragaglia,gold_recovered_by_dbec_final,1,[2],2,1,1,1,1,2,4,4,2,1.0,1.0,0.0,"[1, 6, 0, 2, 3]","[""Bad Subject"", ""Daniel Lind Lagerlöf"", ""Making Babies"", ""Carlo Ludovico Bragaglia"", ""Jonathan Demme""]","[6, 2, 0, 1, 3]","[""Daniel Lind Lagerlöf"", ""Carlo Ludovico Bragaglia"", ""Making Babies"", ""Bad Subject"", ""Jonathan Demme""]","[6, 2, 0, 1]","[""Daniel Lind Lagerlöf"", ""Carlo Ludovico Bragaglia"", ""Making Babies"", ""Bad Subject""]","[2, 6]","[""Carlo Ludovico Bragaglia"", ""Daniel Lind Lagerlöf""]"
2Wiki,2wikimultihopqa,279,"Which film has the director born later, Tell It To The Bees or House Of The Black Death?",Jerry Warren,gold_in_binding_candidates_not_selected,1,[17],17,0,1,0,0,2,4,4,2,0.0,1.0,1.0,"[1, 0, 2, 3, 4]","[""Tell It to the Bees"", ""House of the Black Death"", ""Annabel Jankel"", ""Gurinder Chadha"", ""Peter Greenaway""]","[24, 2, 1, 0, 3]","[""Maurice Elvey"", ""Annabel Jankel"", ""Tell It to the Bees"", ""House of the Black Death"", ""Gurinder Chadha""]","[24, 2, 1, 0]","[""Maurice Elvey"", ""Annabel Jankel"", ""Tell It to the Bees"", ""House of the Black Death""]","[2, 17, 24]","[""Annabel Jankel"", ""Jerry Warren"", ""Maurice Elvey""]"
2Wiki,2wikimultihopqa,279,"Which film has the director born later, Tell It To The Bees or House Of The Black Death?",Annabel Jankel,gold_recovered_by_dbec_final,1,[2],2,1,1,1,1,2,4,4,2,0.0,1.0,1.0,"[1, 0, 2, 3, 4]","[""Tell It to the Bees"", ""House of the Black Death"", ""Annabel Jankel"", ""Gurinder Chadha"", ""Peter Greenaway""]","[24, 2, 1, 0, 3]","[""Maurice Elvey"", ""Annabel Jankel"", ""Tell It to the Bees"", ""House of the Black Death"", ""Gurinder Chadha""]","[24, 2, 1, 0]","[""Maurice Elvey"", ""Annabel Jankel"", ""Tell It to the Bees"", ""House of the Black Death""]","[2, 17, 24]","[""Annabel Jankel"", ""Jerry Warren"", ""Maurice Elvey""]"
2Wiki,2wikimultihopqa,303,"Which film has the director who was born earlier, A Romance Of The Air or How Moscha Came Back?",Harry Revier,gold_recovered_by_dbec_final,1,[75],75,0,1,1,1,3,4,4,2,1.0,1.0,0.0,"[0, 1, 2, 3, 4]","[""How Moscha Came Back"", ""A Romance of the Air"", ""Phillips Smalley"", ""The Picture of Dorian Gray (1913 film)"", ""The Revenge of Tarzan""]","[2, 75, 0, 1, 3]","[""Phillips Smalley"", ""Harry Revier"", ""How Moscha Came Back"", ""A Romance of the Air"", ""The Picture of Dorian Gray (1913 film)""]","[2, 75, 0, 1]","[""Phillips Smalley"", ""Harry Revier"", ""How Moscha Came Back"", ""A Romance of the Air""]","[75, 2]","[""Harry Revier"", ""Phillips Smalley""]"
2Wiki,2wikimultihopqa,316,Are director of film Raitu Kutumbam and director of film Closet Land both from the same country?,Closet Land,gold_recovered_by_dbec_final,1,[1],1,1,0,1,1,3,4,4,2,1.0,1.0,0.0,"[0, 2, 3, 1, 4]","[""Radha Bharadwaj"", ""Raitu Kutumbam"", ""Tatineni Rama Rao"", ""Closet Land"", ""K. Raghavendra Rao""]","[0, 3, 1, 2, 4]","[""Radha Bharadwaj"", ""Tatineni Rama Rao"", ""Closet Land"", ""Raitu Kutumbam"", ""K. Raghavendra Rao""]","[0, 3, 1, 2]","[""Radha Bharadwaj"", ""Tatineni Rama Rao"", ""Closet Land"", ""Raitu Kutumbam""]","[3, 7, 0]","[""Tatineni Rama Rao"", ""P. S. Ramakrishna Rao"", ""Radha Bharadwaj""]"
2Wiki,2wikimultihopqa,324,"Which film has the director who died earlier, Max And Helen or Held Einer Nacht?",Philip Saville,gold_recovered_by_dbec_final,1,[0],0,1,1,1,1,3,4,4,2,0.0,1.0,1.0,"[1, 2, 3, 0, 4]","[""Max and Helen"", ""Held einer Nacht"", ""Martin Frič"", ""Philip Saville"", ""Helmut Käutner""]","[0, 3, 2, 1, 4]","[""Philip Saville"", ""Martin Frič"", ""Held einer Nacht"", ""Max and Helen"", ""Helmut Käutner""]","[0, 3, 2, 1]","[""Philip Saville"", ""Martin Frič"", ""Held einer Nacht"", ""Max and Helen""]","[0, 75, 3]","[""Philip Saville"", ""Gérard Oury"", ""Martin Frič""]"
2Wiki,2wikimultihopqa,344,"Which film has the director who was born first, The Parson And The Outlaw or The Black Marble?",Oliver Drake (filmmaker),gold_absent_from_source_pool,0,[],,0,0,0,0,3,4,4,2,0.0,1.0,1.0,"[0, 1, 2, 3, 4]","[""The Parson and the Outlaw"", ""The Black Marble"", ""Harold Becker"", ""Swamp Women"", ""Jack Arnold (director)""]","[0, 2, 1, 3, 4]","[""The Parson and the Outlaw"", ""Harold Becker"", ""The Black Marble"", ""Swamp Women"", ""Jack Arnold (director)""]","[0, 2, 1]","[""The Parson and the Outlaw"", ""Harold Becker"", ""The Black Marble""]",[2],"[""Harold Becker""]"
2Wiki,2wikimultihopqa,373,"Which film has the director who was born later, Complete Unknown or Dr. Goldfoot And The Girl Bombs?",Dr. Goldfoot and the Girl Bombs,gold_recovered_by_dbec_final,1,[0],0,1,0,1,1,2,4,4,2,1.0,1.0,0.0,"[1, 3, 0, 2, 4]","[""Complete Unknown"", ""Joshua Marston"", ""Dr. Goldfoot and the Girl Bombs"", ""Antonio Rinaldi (cinematographer)"", ""Riccardo Freda""]","[0, 3, 1, 2, 4]","[""Dr. Goldfoot and the Girl Bombs"", ""Joshua Marston"", ""Complete Unknown"", ""Antonio Rinaldi (cinematographer)"", ""Riccardo Freda""]","[0, 3, 1]","[""Dr. Goldfoot and the Girl Bombs"", ""Joshua Marston"", ""Complete Unknown""]",[3],"[""Joshua Marston""]"
2Wiki,2wikimultihopqa,373,"Which film has the director who was born later, Complete Unknown or Dr. Goldfoot And The Girl Bombs?",Mario Bava,gold_absent_from_source_pool,0,[],,0,0,0,0,2,4,4,2,1.0,1.0,0.0,"[1, 3, 0, 2, 4]","[""Complete Unknown"", ""Joshua Marston"", ""Dr. Goldfoot and the Girl Bombs"", ""Antonio Rinaldi (cinematographer)"", ""Riccardo Freda""]","[0, 3, 1, 2, 4]","[""Dr. Goldfoot and the Girl Bombs"", ""Joshua Marston"", ""Complete Unknown"", ""Antonio Rinaldi (cinematographer)"", ""Riccardo Freda""]","[0, 3, 1]","[""Dr. Goldfoot and the Girl Bombs"", ""Joshua Marston"", ""Complete Unknown""]",[3],"[""Joshua Marston""]"
2Wiki,2wikimultihopqa,411,"Which film whose director was born first, Anatomy Of Hell or Metello?",Catherine Breillat,gold_recovered_by_dbec_final,1,[0],0,1,1,1,1,3,4,4,2,1.0,1.0,0.0,"[1, 2, 3, 0, 4]","[""Anatomy of Hell"", ""Metello"", ""Mauro Bolognini"", ""Catherine Breillat"", ""Mariano Laurenti""]","[3, 0, 2, 1, 4]","[""Mauro Bolognini"", ""Catherine Breillat"", ""Metello"", ""Anatomy of Hell"", ""Mariano Laurenti""]","[3, 0, 2, 1]","[""Mauro Bolognini"", ""Catherine Breillat"", ""Metello"", ""Anatomy of Hell""]","[0, 3]","[""Catherine Breillat"", ""Mauro Bolognini""]"
2Wiki,2wikimultihopqa,412,"Which film has the director who died later, Eyes Of Youth or The Vagabond Prince?",Charles Giblyn,gold_recovered_by_dbec_final,1,[4],4,1,1,1,1,3,4,4,2,1.0,1.0,0.0,"[0, 2, 1, 3, 4]","[""Albert Parker (director)"", ""Eyes of Youth"", ""The Vagabond Prince"", ""Thomas H. Ince"", ""Charles Giblyn""]","[97, 4, 1, 2, 0]","[""Konrad Wolf"", ""Charles Giblyn"", ""The Vagabond Prince"", ""Eyes of Youth"", ""Albert Parker (director)""]","[97, 4, 1, 2]","[""Konrad Wolf"", ""Charles Giblyn"", ""The Vagabond Prince"", ""Eyes of Youth""]","[0, 97, 4]","[""Albert Parker (director)"", ""Konrad Wolf"", ""Charles Giblyn""]"
2Wiki,2wikimultihopqa,420,"Which film whose director was born first, Poola Rangadu or Paganini Horror?",Poola Rangadu,gold_recovered_by_dbec_final,1,[2],2,1,0,1,1,3,4,4,2,0.0,1.0,1.0,"[0, 1, 3, 2, 4]","[""Adurthi Subba Rao"", ""Paganini Horror"", ""Luigi Cozzi"", ""Poola Rangadu"", ""Pupi Avati""]","[3, 0, 1, 2, 4]","[""Luigi Cozzi"", ""Adurthi Subba Rao"", ""Paganini Horror"", ""Poola Rangadu"", ""Pupi Avati""]","[3, 0, 1, 2]","[""Luigi Cozzi"", ""Adurthi Subba Rao"", ""Paganini Horror"", ""Poola Rangadu""]","[0, 3]","[""Adurthi Subba Rao"", ""Luigi Cozzi""]"
2Wiki,2wikimultihopqa,427,Do both directors of films Friday The 13Th (1916 Film) and Beaumarchais (Film) share the same nationality?,Édouard Molinaro,gold_recovered_by_dbec_final,1,[2],2,1,1,1,1,3,4,4,2,1.0,1.0,0.0,"[0, 1, 11, 2, 3]","[""Beaumarchais (film)"", ""Friday the 13th (1916 film)"", ""Richard Pottier"", ""Édouard Molinaro"", ""Harry Beaumont""]","[2, 1, 0, 6, 3]","[""Édouard Molinaro"", ""Friday the 13th (1916 film)"", ""Beaumarchais (film)"", ""Bertrand Tavernier"", ""Harry Beaumont""]","[2, 1, 0, 6]","[""Édouard Molinaro"", ""Friday the 13th (1916 film)"", ""Beaumarchais (film)"", ""Bertrand Tavernier""]","[2, 4]","[""Édouard Molinaro"", ""Jean Grémillon""]"
2Wiki,2wikimultihopqa,427,Do both directors of films Friday The 13Th (1916 Film) and Beaumarchais (Film) share the same nationality?,Émile Chautard,gold_source_only_not_rank_or_dbec,1,[25],25,0,0,0,0,3,4,4,2,1.0,1.0,0.0,"[0, 1, 11, 2, 3]","[""Beaumarchais (film)"", ""Friday the 13th (1916 film)"", ""Richard Pottier"", ""Édouard Molinaro"", ""Harry Beaumont""]","[2, 1, 0, 6, 3]","[""Édouard Molinaro"", ""Friday the 13th (1916 film)"", ""Beaumarchais (film)"", ""Bertrand Tavernier"", ""Harry Beaumont""]","[2, 1, 0, 6]","[""Édouard Molinaro"", ""Friday the 13th (1916 film)"", ""Beaumarchais (film)"", ""Bertrand Tavernier""]","[2, 4]","[""Édouard Molinaro"", ""Jean Grémillon""]"
2Wiki,2wikimultihopqa,435,"Which film has the director born earlier, Badman'S Gold or Sugar, Honey And Pepper?",Robert Emmett Tansey,gold_in_binding_candidates_not_selected,1,[42],42,0,1,0,0,2,4,4,2,1.0,1.0,0.0,"[1, 0, 2, 3, 4]","[""Badman's Gold"", ""Sugar, Honey and Pepper"", ""Jonathan Demme"", ""John Sayles"", ""William Friedkin""]","[61, 25, 0, 1, 2]","[""George Sherman"", ""Sergio Martino"", ""Sugar, Honey and Pepper"", ""Badman's Gold"", ""Jonathan Demme""]","[61, 25, 0, 1]","[""George Sherman"", ""Sergio Martino"", ""Sugar, Honey and Pepper"", ""Badman's Gold""]","[42, 61, 25]","[""Robert Emmett Tansey"", ""George Sherman"", ""Sergio Martino""]"
2Wiki,2wikimultihopqa,435,"Which film has the director born earlier, Badman'S Gold or Sugar, Honey And Pepper?",Sergio Martino,gold_recovered_by_dbec_final,1,[25],25,0,1,1,1,2,4,4,2,1.0,1.0,0.0,"[1, 0, 2, 3, 4]","[""Badman's Gold"", ""Sugar, Honey and Pepper"", ""Jonathan Demme"", ""John Sayles"", ""William Friedkin""]","[61, 25, 0, 1, 2]","[""George Sherman"", ""Sergio Martino"", ""Sugar, Honey and Pepper"", ""Badman's Gold"", ""Jonathan Demme""]","[61, 25, 0, 1]","[""George Sherman"", ""Sergio Martino"", ""Sugar, Honey and Pepper"", ""Badman's Gold""]","[42, 61, 25]","[""Robert Emmett Tansey"", ""George Sherman"", ""Sergio Martino""]"
2Wiki,2wikimultihopqa,441,"Which film whose director is younger, Tall Man Riding or Şalvar Davası?",Lesley Selander,gold_recovered_by_dbec_final,1,[3],3,1,1,1,1,3,4,4,2,1.0,1.0,0.0,"[0, 1, 2, 3, 4]","[""Tall Man Riding"", ""Kartal Tibet"", ""Şalvar Davası"", ""Lesley Selander"", ""Robert M. Young (director)""]","[1, 3, 0, 2, 4]","[""Kartal Tibet"", ""Lesley Selander"", ""Tall Man Riding"", ""Şalvar Davası"", ""Robert M. Young (director)""]","[1, 3, 0, 2]","[""Kartal Tibet"", ""Lesley Selander"", ""Tall Man Riding"", ""Şalvar Davası""]","[3, 1]","[""Lesley Selander"", ""Kartal Tibet""]"
2Wiki,2wikimultihopqa,458,"Which film has the director died earlier, Kanchana Sita or Ghost Of The China Sea?",G. Aravindan,gold_recovered_by_dbec_final,1,[1],1,1,1,1,1,2,4,4,2,1.0,1.0,0.0,"[0, 2, 1, 3, 4]","[""Ghost of the China Sea"", ""Kanchana Sita"", ""G. Aravindan"", ""Fred F. Sears"", ""Dasari Narayana Rao""]","[3, 1, 2, 0, 4]","[""Fred F. Sears"", ""G. Aravindan"", ""Kanchana Sita"", ""Ghost of the China Sea"", ""Dasari Narayana Rao""]","[3, 1, 2, 0]","[""Fred F. Sears"", ""G. Aravindan"", ""Kanchana Sita"", ""Ghost of the China Sea""]","[1, 11, 38, 3]","[""G. Aravindan"", ""Aatma Gowravam"", ""D. Madhusudhana Rao"", ""Fred F. Sears""]"
2Wiki,2wikimultihopqa,458,"Which film has the director died earlier, Kanchana Sita or Ghost Of The China Sea?",Fred F. Sears,gold_recovered_by_dbec_final,1,[3],3,1,1,1,1,2,4,4,2,1.0,1.0,0.0,"[0, 2, 1, 3, 4]","[""Ghost of the China Sea"", ""Kanchana Sita"", ""G. Aravindan"", ""Fred F. Sears"", ""Dasari Narayana Rao""]","[3, 1, 2, 0, 4]","[""Fred F. Sears"", ""G. Aravindan"", ""Kanchana Sita"", ""Ghost of the China Sea"", ""Dasari Narayana Rao""]","[3, 1, 2, 0]","[""Fred F. Sears"", ""G. Aravindan"", ""Kanchana Sita"", ""Ghost of the China Sea""]","[1, 11, 38, 3]","[""G. Aravindan"", ""Aatma Gowravam"", ""D. Madhusudhana Rao"", ""Fred F. Sears""]"
2Wiki,2wikimultihopqa,461,"Which film has the director born later, Hum Dil De Chuke Sanam or The Greyhound Limited?",Sanjay Leela Bhansali,gold_recovered_by_dbec_final,1,[3],3,1,1,1,1,2,4,4,2,1.0,1.0,0.0,"[1, 0, 2, 3, 4]","[""Hum Dil De Chuke Sanam"", ""The Greyhound Limited"", ""The Winning of Barbara Worth"", ""Sanjay Leela Bhansali"", ""Howard Bretherton""]","[3, 4, 0, 1, 2]","[""Sanjay Leela Bhansali"", ""Howard Bretherton"", ""The Greyhound Limited"", ""Hum Dil De Chuke Sanam"", ""The Winning of Barbara Worth""]","[3, 4, 0, 1]","[""Sanjay Leela Bhansali"", ""Howard Bretherton"", ""The Greyhound Limited"", ""Hum Dil De Chuke Sanam""]","[3, 4]","[""Sanjay Leela Bhansali"", ""Howard Bretherton""]"
2Wiki,2wikimultihopqa,461,"Which film has the director born later, Hum Dil De Chuke Sanam or The Greyhound Limited?",Howard Bretherton,gold_recovered_by_dbec_final,1,[4],4,1,1,1,1,2,4,4,2,1.0,1.0,0.0,"[1, 0, 2, 3, 4]","[""Hum Dil De Chuke Sanam"", ""The Greyhound Limited"", ""The Winning of Barbara Worth"", ""Sanjay Leela Bhansali"", ""Howard Bretherton""]","[3, 4, 0, 1, 2]","[""Sanjay Leela Bhansali"", ""Howard Bretherton"", ""The Greyhound Limited"", ""Hum Dil De Chuke Sanam"", ""The Winning of Barbara Worth""]","[3, 4, 0, 1]","[""Sanjay Leela Bhansali"", ""Howard Bretherton"", ""The Greyhound Limited"", ""Hum Dil De Chuke Sanam""]","[3, 4]","[""Sanjay Leela Bhansali"", ""Howard Bretherton""]"
2Wiki,2wikimultihopqa,467,"Which film has the director died earlier, John Jaffer Janardhanan or Kamakalawa?",John Jaffer Janardhanan,gold_recovered_by_dbec_final,1,[0],0,1,0,1,1,2,4,4,2,0.0,1.0,1.0,"[2, 1, 0, 3, 4]","[""I. V. Sasi"", ""Kamakalawa"", ""John Jaffer Janardhanan"", ""Lino Brocka"", ""J. Sasikumar""]","[73, 1, 0, 97, 2]","[""G. Marthandan"", ""Kamakalawa"", ""John Jaffer Janardhanan"", ""Marco Ferreri"", ""I. V. Sasi""]","[73, 1, 0, 97]","[""G. Marthandan"", ""Kamakalawa"", ""John Jaffer Janardhanan"", ""Marco Ferreri""]",[],[]
2Wiki,2wikimultihopqa,467,"Which film has the director died earlier, John Jaffer Janardhanan or Kamakalawa?",Eddie Romero,gold_source_only_not_rank_or_dbec,1,[6],6,0,0,0,0,2,4,4,2,0.0,1.0,1.0,"[2, 1, 0, 3, 4]","[""I. V. Sasi"", ""Kamakalawa"", ""John Jaffer Janardhanan"", ""Lino Brocka"", ""J. Sasikumar""]","[73, 1, 0, 97, 2]","[""G. Marthandan"", ""Kamakalawa"", ""John Jaffer Janardhanan"", ""Marco Ferreri"", ""I. V. Sasi""]","[73, 1, 0, 97]","[""G. Marthandan"", ""Kamakalawa"", ""John Jaffer Janardhanan"", ""Marco Ferreri""]",[],[]
2Wiki,2wikimultihopqa,469,"Which film has the director died first, Ask A Policeman or The Half-Naked Truth?",Gregory La Cava,gold_recovered_by_dbec_final,1,[0],0,1,1,0,1,3,4,4,2,1.0,1.0,0.0,"[1, 2, 3, 0, 4]","[""Ask a Policeman"", ""The Half-Naked Truth"", ""Marcel Varnel"", ""Gregory La Cava"", ""The Naked Truth (1914 film)""]","[8, 3, 1, 2, 0]","[""Helmut Weiss"", ""Marcel Varnel"", ""Ask a Policeman"", ""The Half-Naked Truth"", ""Gregory La Cava""]","[8, 3, 1, 2]","[""Helmut Weiss"", ""Marcel Varnel"", ""Ask a Policeman"", ""The Half-Naked Truth""]","[3, 0, 8]","[""Marcel Varnel"", ""Gregory La Cava"", ""Helmut Weiss""]"
2Wiki,2wikimultihopqa,472,"Which film whose director is younger, Return Of The Hero or Home In Indiana?",Henry Hathaway,gold_recovered_by_dbec_final,1,[27],27,0,1,1,1,3,4,4,2,1.0,1.0,0.0,"[0, 1, 3, 2, 4]","[""Return of the Hero"", ""Laurent Tirard"", ""Home in Indiana"", ""The Very Merry Widows"", ""Édouard Niermans (director)""]","[4, 27, 17, 0, 3]","[""Édouard Niermans (director)"", ""Henry Hathaway"", ""Where Was I"", ""Return of the Hero"", ""Home in Indiana""]","[4, 27, 17, 0, 3]","[""Édouard Niermans (director)"", ""Henry Hathaway"", ""Where Was I"", ""Return of the Hero"", ""Home in Indiana""]","[1, 4, 27]","[""Laurent Tirard"", ""Édouard Niermans (director)"", ""Henry Hathaway""]"
2Wiki,2wikimultihopqa,473,"Which film has the director born earlier, Comedy! or Ven Mi Corazón Te Llama?",Manuel Romero,gold_recovered_by_dbec_final,1,[3],3,1,1,1,1,2,4,4,2,0.0,1.0,1.0,"[0, 1, 2, 3, 4]","[""Comedy!"", ""Ven mi corazón te llama"", ""Jacques Doillon"", ""Manuel Romero"", ""In a Woman's Power""]","[8, 3, 39, 0, 1]","[""Steno (director)"", ""Manuel Romero"", ""Dugès"", ""Comedy!"", ""Ven mi corazón te llama""]","[8, 3, 39, 0, 1]","[""Steno (director)"", ""Manuel Romero"", ""Dugès"", ""Comedy!"", ""Ven mi corazón te llama""]","[2, 8, 9, 3]","[""Jacques Doillon"", ""Steno (director)"", ""Gérard Oury"", ""Manuel Romero""]"
2Wiki,2wikimultihopqa,473,"Which film has the director born earlier, Comedy! or Ven Mi Corazón Te Llama?",Jacques Doillon,gold_in_binding_candidates_not_selected,1,[2],2,1,1,0,0,2,4,4,2,0.0,1.0,1.0,"[0, 1, 2, 3, 4]","[""Comedy!"", ""Ven mi corazón te llama"", ""Jacques Doillon"", ""Manuel Romero"", ""In a Woman's Power""]","[8, 3, 39, 0, 1]","[""Steno (director)"", ""Manuel Romero"", ""Dugès"", ""Comedy!"", ""Ven mi corazón te llama""]","[8, 3, 39, 0, 1]","[""Steno (director)"", ""Manuel Romero"", ""Dugès"", ""Comedy!"", ""Ven mi corazón te llama""]","[2, 8, 9, 3]","[""Jacques Doillon"", ""Steno (director)"", ""Gérard Oury"", ""Manuel Romero""]"
2Wiki,2wikimultihopqa,485,"Which film whose director is younger, Wolves Of The North or Action In Arabia?",Léonide Moguy,gold_source_only_not_rank_or_dbec,1,[57],57,0,0,0,0,2,4,4,2,0.0,1.0,1.0,"[0, 1, 2, 3, 4]","[""Action in Arabia"", ""Wolves of the North"", ""William Duncan (actor)"", ""Howard Hawks"", ""Wolves of the Range""]","[7, 0, 1, 2, 3]","[""Konrad Wolf"", ""Action in Arabia"", ""Wolves of the North"", ""William Duncan (actor)"", ""Howard Hawks""]","[7, 0, 1]","[""Konrad Wolf"", ""Action in Arabia"", ""Wolves of the North""]","[2, 7]","[""William Duncan (actor)"", ""Konrad Wolf""]"
2Wiki,2wikimultihopqa,485,"Which film whose director is younger, Wolves Of The North or Action In Arabia?",William Duncan (actor),gold_recovered_by_dbec_final,1,[2],2,1,1,0,1,2,4,4,2,0.0,1.0,1.0,"[0, 1, 2, 3, 4]","[""Action in Arabia"", ""Wolves of the North"", ""William Duncan (actor)"", ""Howard Hawks"", ""Wolves of the Range""]","[7, 0, 1, 2, 3]","[""Konrad Wolf"", ""Action in Arabia"", ""Wolves of the North"", ""William Duncan (actor)"", ""Howard Hawks""]","[7, 0, 1]","[""Konrad Wolf"", ""Action in Arabia"", ""Wolves of the North""]","[2, 7]","[""William Duncan (actor)"", ""Konrad Wolf""]"
