dataset,subset_dataset,subset_index,query_index,question,gold_doc_count,gold_titles_json,setr_selected_count,setr_em,setr_f1,setr_support_recall,setr_support_complete,setr_support_missing_count,setr_titles_json,dbec_selected_count,dbec_em,dbec_f1,dbec_support_recall,dbec_support_complete,dbec_support_missing_count,dbec_recovered_missing_count,dbec_titles_json,requirement_count,dependent_req_count,selective_binding_decision,rank_fill5_answer,rank_fill5_em,rank_fill5_f1,rank_fill5_empty_answer,rank_fill5_selected_count,rank_fill5_support_hit_count,rank_fill5_support_missing_count,rank_fill5_support_recall,rank_fill5_support_complete,rank_fill5_actual_added_count,rank_fill5_rank_fill_count,rank_fill5_titles_json,oracle_fill5_answer,oracle_fill5_em,oracle_fill5_f1,oracle_fill5_empty_answer,oracle_fill5_selected_count,oracle_fill5_support_hit_count,oracle_fill5_support_missing_count,oracle_fill5_support_recall,oracle_fill5_support_complete,oracle_fill5_actual_added_count,oracle_fill5_rank_fill_count,oracle_fill5_titles_json,dbec_repair_fill5_answer,dbec_repair_fill5_em,dbec_repair_fill5_f1,dbec_repair_fill5_empty_answer,dbec_repair_fill5_selected_count,dbec_repair_fill5_support_hit_count,dbec_repair_fill5_support_missing_count,dbec_repair_fill5_support_recall,dbec_repair_fill5_support_complete,dbec_repair_fill5_actual_added_count,dbec_repair_fill5_rank_fill_count,dbec_repair_fill5_titles_json
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,21,215,"Which film whose director is younger, Traces Of A Dragon or Moonnupookkal?",4,"[""Traces of a Dragon"", ""P. Bhaskaran"", ""Moonnupookkal"", ""Mabel Cheung""]",2,0.0,0.0,0.5,0,2,"[""Traces of a Dragon"", ""Moonnupookkal""]",5,1.0,1.0,0.75,0,1,1,"[""Po-Chih Leong"", ""Sanal Kumar Sasidharan"", ""Traces of a Dragon"", ""Moonnupookkal"", ""Mabel Cheung""]",4,2,bind,Traces Of A Dragon.,1.0,1.0,0,5,4,0,1.0,1,3,3,"[""Traces of a Dragon"", ""Moonnupookkal"", ""Mabel Cheung"", ""P. Bhaskaran"", ""Traces of Death""]",Traces Of A Dragon.,1.0,1.0,0,5,4,0,1.0,1,3,1,"[""Traces of a Dragon"", ""Moonnupookkal"", ""P. Bhaskaran"", ""Mabel Cheung"", ""Traces of Death""]",Cannot be determined.,0.0,0.0,0,5,3,1,0.75,0,3,0,"[""Traces of a Dragon"", ""Moonnupookkal"", ""Po-Chih Leong"", ""Sanal Kumar Sasidharan"", ""Mabel Cheung""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,22,217,"Which film has the director born earlier, The Spooky Bunch or His Name Is Nobody?",4,"[""Ann Hui"", ""His Name Is Nobody"", ""The Spooky Bunch"", ""Karl Maka""]",2,0.0,0.0,0.5,0,2,"[""The Spooky Bunch"", ""His Name Is Nobody""]",5,1.0,1.0,1.0,1,0,2,"[""Karl Maka"", ""Ann Hui"", ""His Name Is Nobody"", ""The Spooky Bunch"", ""My Name Is Nobody""]",4,2,bind,The Spooky Bunch.,0.0,0.0,0,5,3,1,0.75,0,3,3,"[""The Spooky Bunch"", ""His Name Is Nobody"", ""My Name Is Nobody"", ""Ann Hui"", ""Encounters of the Spooky Kind""]",His Name Is Nobody.,1.0,1.0,0,5,4,0,1.0,1,3,1,"[""The Spooky Bunch"", ""His Name Is Nobody"", ""Ann Hui"", ""Karl Maka"", ""My Name Is Nobody""]",His Name Is Nobody.,1.0,1.0,0,5,4,0,1.0,1,3,0,"[""The Spooky Bunch"", ""His Name Is Nobody"", ""Karl Maka"", ""Ann Hui"", ""My Name Is Nobody""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,23,218,Do both films: Racing Extinction and Madame Butterfly (1995 Film) have the directors from the same country?,4,"[""Racing Extinction"", ""Frédéric Mitterrand"", ""Louie Psihoyos"", ""Madame Butterfly (1995 film)""]",3,1.0,1.0,0.5,0,2,"[""Racing Extinction"", ""Madame Butterfly (1995 film)"", ""David Hannan""]",5,1.0,1.0,0.75,0,1,1,"[""Madame Butterfly (1995 film)"", ""Louie Psihoyos"", ""Racing Extinction"", ""David Hannan"", ""Harakiri (1919 film)""]",4,2,bind,No.,1.0,1.0,0,5,3,1,0.75,0,2,2,"[""Racing Extinction"", ""Madame Butterfly (1995 film)"", ""David Hannan"", ""Louie Psihoyos"", ""Harakiri (1919 film)""]",No.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""Racing Extinction"", ""Madame Butterfly (1995 film)"", ""David Hannan"", ""Frédéric Mitterrand"", ""Louie Psihoyos""]",No.,1.0,1.0,0,5,3,1,0.75,0,2,0,"[""Racing Extinction"", ""Madame Butterfly (1995 film)"", ""David Hannan"", ""Louie Psihoyos"", ""Harakiri (1919 film)""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,24,222,"Which film has the director born first, La Mazurka Del Barone, Della Santa E Del Fico Fiorone or Safe (2012 Film)?",4,"[""Boaz Yakin"", ""Pupi Avati"", ""La mazurka del barone, della santa e del fico fiorone"", ""Safe (2012 film)""]",2,1.0,1.0,0.5,0,2,"[""La mazurka del barone, della santa e del fico fiorone"", ""Boaz Yakin""]",5,1.0,1.0,0.75,0,1,2,"[""Lasse Hallström"", ""Pupi Avati"", ""Dugès"", ""Safe (2012 film)"", ""La mazurka del barone, della santa e del fico fiorone""]",4,2,bind,"La Mazurka Del Barone, Della Santa E Del Fico Fiorone.",1.0,1.0,0,5,3,1,0.75,0,3,3,"[""La mazurka del barone, della santa e del fico fiorone"", ""Boaz Yakin"", ""Safe (2012 film)"", ""Safe Haven (film)"", ""Ann Hui""]","La Mazurka Del Barone, Della Santa E Del Fico Fiorone.",1.0,1.0,0,5,4,0,1.0,1,3,1,"[""La mazurka del barone, della santa e del fico fiorone"", ""Boaz Yakin"", ""Pupi Avati"", ""Safe (2012 film)"", ""Safe Haven (film)""]","La Mazurka Del Barone, Della Santa E Del Fico Fiorone.",1.0,1.0,0,5,3,1,0.75,0,3,0,"[""La mazurka del barone, della santa e del fico fiorone"", ""Boaz Yakin"", ""Lasse Hallström"", ""Pupi Avati"", ""Dugès""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,25,225,"Which film has the director who died first, Karin Daughter Of Ingmar or The Man In The Trunk?",4,"[""The Man in the Trunk"", ""Malcolm St. Clair (filmmaker)"", ""Karin Daughter of Ingmar"", ""Victor Sjöström""]",2,1.0,1.0,0.5,0,2,"[""Karin Daughter of Ingmar"", ""Malcolm St. Clair (filmmaker)""]",5,1.0,1.0,1.0,1,0,2,"[""Victor Sjöström"", ""Malcolm St. Clair (filmmaker)"", ""Karin Daughter of Ingmar"", ""The Man in the Trunk"", ""Sons of Ingmar""]",4,2,bind,The Man in the Trunk.,1.0,1.0,0,5,3,1,0.75,0,3,3,"[""Karin Daughter of Ingmar"", ""Malcolm St. Clair (filmmaker)"", ""The Man in the Trunk"", ""Sons of Ingmar"", ""Albert Lewin""]",The Man in the Trunk.,1.0,1.0,0,5,4,0,1.0,1,3,1,"[""Karin Daughter of Ingmar"", ""Malcolm St. Clair (filmmaker)"", ""The Man in the Trunk"", ""Victor Sjöström"", ""Sons of Ingmar""]",The Man in the Trunk.,1.0,1.0,0,5,4,0,1.0,1,3,0,"[""Karin Daughter of Ingmar"", ""Malcolm St. Clair (filmmaker)"", ""Victor Sjöström"", ""The Man in the Trunk"", ""Sons of Ingmar""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,26,244,"Do both films, The Wild Frontier (Film) and The Sundowners (1960 Film), have the directors who are from the same country?",4,"[""The Sundowners (1960 film)"", ""The Wild Frontier (film)"", ""Philip Ford (film director)"", ""Fred Zinnemann""]",3,1.0,1.0,0.5,0,2,"[""The Sundowners (1960 film)"", ""The Wild Frontier (film)"", ""John Farrow""]",5,1.0,1.0,0.75,0,1,1,"[""Peter Glenville"", ""Philip Ford (film director)"", ""The Sundowners (1950 film)"", ""The Wild Frontier (film)"", ""The Sundowners (1960 film)""]",4,2,bind,No.,0.0,0.0,0,5,2,2,0.5,0,2,2,"[""The Sundowners (1960 film)"", ""The Wild Frontier (film)"", ""John Farrow"", ""The Sundowners (1950 film)"", ""Home in Indiana""]",Yes.,1.0,1.0,0,5,3,1,0.75,0,2,1,"[""The Sundowners (1960 film)"", ""The Wild Frontier (film)"", ""John Farrow"", ""Philip Ford (film director)"", ""The Sundowners (1950 film)""]",Yes.,1.0,1.0,0,5,3,1,0.75,0,2,0,"[""The Sundowners (1960 film)"", ""The Wild Frontier (film)"", ""John Farrow"", ""Peter Glenville"", ""Philip Ford (film director)""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,27,249,"Which film has the director who died earlier, The Hitler Gang or Flannelfoot?",4,"[""Maclean Rogers"", ""The Hitler Gang"", ""John Farrow"", ""Flannelfoot""]",3,0.0,0.0,0.75,0,1,"[""Flannelfoot"", ""The Hitler Gang"", ""Maclean Rogers""]",5,1.0,1.0,1.0,1,0,1,"[""Maclean Rogers"", ""John Farrow"", ""The Hitler Gang"", ""Flannelfoot"", ""Johnny on the Spot""]",4,2,bind,The Hitler Gang.,0.0,0.0,0,5,3,1,0.75,0,2,2,"[""Flannelfoot"", ""The Hitler Gang"", ""Maclean Rogers"", ""Johnny on the Spot"", ""Hitler – Dead or Alive""]",Flannelfoot.,1.0,1.0,0,5,4,0,1.0,1,2,1,"[""Flannelfoot"", ""The Hitler Gang"", ""Maclean Rogers"", ""John Farrow"", ""Johnny on the Spot""]",Flannelfoot.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""Flannelfoot"", ""The Hitler Gang"", ""Maclean Rogers"", ""John Farrow"", ""Johnny on the Spot""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,28,262,"Which film has the director born later, Charlie Chan In Honolulu or Lianna?",4,"[""Lianna"", ""John Sayles"", ""Charlie Chan in Honolulu"", ""H. Bruce Humberstone""]",3,1.0,1.0,0.75,0,1,"[""Lianna"", ""Charlie Chan in Honolulu"", ""John Sayles""]",5,1.0,1.0,1.0,1,0,1,"[""Po-Chih Leong"", ""John Sayles"", ""Lianna"", ""Charlie Chan in Honolulu"", ""H. Bruce Humberstone""]",4,2,bind,Lianna.,1.0,1.0,0,5,4,0,1.0,1,2,2,"[""Lianna"", ""Charlie Chan in Honolulu"", ""John Sayles"", ""H. Bruce Humberstone"", ""Layne Tom Jr.""]",Lianna.,1.0,1.0,0,5,4,0,1.0,1,2,1,"[""Lianna"", ""Charlie Chan in Honolulu"", ""John Sayles"", ""H. Bruce Humberstone"", ""Layne Tom Jr.""]",Lianna.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""Lianna"", ""Charlie Chan in Honolulu"", ""John Sayles"", ""Po-Chih Leong"", ""H. Bruce Humberstone""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,29,266,"Which film has the director who died later, Bad Subject or Making Babies?",4,"[""Bad Subject"", ""Daniel Lind Lagerlöf"", ""Making Babies"", ""Carlo Ludovico Bragaglia""]",2,1.0,1.0,0.5,0,2,"[""Bad Subject"", ""Daniel Lind Lagerlöf""]",5,1.0,1.0,1.0,1,0,2,"[""Daniel Lind Lagerlöf"", ""Carlo Ludovico Bragaglia"", ""Making Babies"", ""Bad Subject"", ""Jonathan Demme""]",4,2,bind,Making Babies.,1.0,1.0,0,5,4,0,1.0,1,3,3,"[""Bad Subject"", ""Daniel Lind Lagerlöf"", ""Making Babies"", ""Carlo Ludovico Bragaglia"", ""Jonathan Demme""]",Making Babies.,1.0,1.0,0,5,4,0,1.0,1,3,1,"[""Bad Subject"", ""Daniel Lind Lagerlöf"", ""Making Babies"", ""Carlo Ludovico Bragaglia"", ""Jonathan Demme""]",Making Babies.,1.0,1.0,0,5,4,0,1.0,1,3,0,"[""Bad Subject"", ""Daniel Lind Lagerlöf"", ""Carlo Ludovico Bragaglia"", ""Making Babies"", ""Jonathan Demme""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,30,279,"Which film has the director born later, Tell It To The Bees or House Of The Black Death?",4,"[""House of the Black Death"", ""Tell It to the Bees"", ""Jerry Warren"", ""Annabel Jankel""]",2,0.0,0.0,0.5,0,2,"[""Tell It to the Bees"", ""House of the Black Death""]",5,1.0,1.0,0.75,0,1,1,"[""Maurice Elvey"", ""Annabel Jankel"", ""Tell It to the Bees"", ""House of the Black Death"", ""Gurinder Chadha""]",4,2,bind,Tell It To The Bees.,1.0,1.0,0,5,3,1,0.75,0,3,3,"[""Tell It to the Bees"", ""House of the Black Death"", ""Annabel Jankel"", ""Gurinder Chadha"", ""Peter Greenaway""]",Tell It to the Bees.,1.0,1.0,0,5,4,0,1.0,1,3,1,"[""Tell It to the Bees"", ""House of the Black Death"", ""Jerry Warren"", ""Annabel Jankel"", ""Gurinder Chadha""]",Tell It to the Bees.,1.0,1.0,0,5,3,1,0.75,0,3,0,"[""Tell It to the Bees"", ""House of the Black Death"", ""Maurice Elvey"", ""Annabel Jankel"", ""Gurinder Chadha""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,31,303,"Which film has the director who was born earlier, A Romance Of The Air or How Moscha Came Back?",4,"[""How Moscha Came Back"", ""Harry Revier"", ""Phillips Smalley"", ""A Romance of the Air""]",3,1.0,1.0,0.75,0,1,"[""How Moscha Came Back"", ""A Romance of the Air"", ""Phillips Smalley""]",5,1.0,1.0,1.0,1,0,1,"[""Phillips Smalley"", ""Harry Revier"", ""How Moscha Came Back"", ""A Romance of the Air"", ""The Picture of Dorian Gray (1913 film)""]",4,2,bind,How Moscha Came Back.,1.0,1.0,0,5,3,1,0.75,0,2,2,"[""How Moscha Came Back"", ""A Romance of the Air"", ""Phillips Smalley"", ""The Picture of Dorian Gray (1913 film)"", ""The Revenge of Tarzan""]",How Moscha Came Back.,1.0,1.0,0,5,4,0,1.0,1,2,1,"[""How Moscha Came Back"", ""A Romance of the Air"", ""Phillips Smalley"", ""Harry Revier"", ""The Picture of Dorian Gray (1913 film)""]",How Moscha Came Back.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""How Moscha Came Back"", ""A Romance of the Air"", ""Phillips Smalley"", ""Harry Revier"", ""The Picture of Dorian Gray (1913 film)""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,32,316,Are director of film Raitu Kutumbam and director of film Closet Land both from the same country?,4,"[""Closet Land"", ""Raitu Kutumbam"", ""Radha Bharadwaj"", ""Tatineni Rama Rao""]",3,1.0,1.0,0.75,0,1,"[""Radha Bharadwaj"", ""Raitu Kutumbam"", ""Tatineni Rama Rao""]",5,1.0,1.0,1.0,1,0,1,"[""Radha Bharadwaj"", ""Tatineni Rama Rao"", ""Closet Land"", ""Raitu Kutumbam"", ""K. Raghavendra Rao""]",4,2,bind,Yes.,1.0,1.0,0,5,4,0,1.0,1,2,2,"[""Radha Bharadwaj"", ""Raitu Kutumbam"", ""Tatineni Rama Rao"", ""Closet Land"", ""K. Raghavendra Rao""]",Yes.,1.0,1.0,0,5,4,0,1.0,1,2,1,"[""Radha Bharadwaj"", ""Raitu Kutumbam"", ""Tatineni Rama Rao"", ""Closet Land"", ""K. Raghavendra Rao""]",Yes.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""Radha Bharadwaj"", ""Raitu Kutumbam"", ""Tatineni Rama Rao"", ""Closet Land"", ""K. Raghavendra Rao""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,33,324,"Which film has the director who died earlier, Max And Helen or Held Einer Nacht?",4,"[""Held einer Nacht"", ""Max and Helen"", ""Philip Saville"", ""Martin Frič""]",3,0.0,0.0,0.75,0,1,"[""Max and Helen"", ""Held einer Nacht"", ""Martin Frič""]",5,1.0,1.0,1.0,1,0,1,"[""Philip Saville"", ""Martin Frič"", ""Held einer Nacht"", ""Max and Helen"", ""Helmut Käutner""]",4,2,bind,Held Einer Nacht.,1.0,1.0,0,5,4,0,1.0,1,2,2,"[""Max and Helen"", ""Held einer Nacht"", ""Martin Frič"", ""Philip Saville"", ""Helmut Käutner""]",Held Einer Nacht.,1.0,1.0,0,5,4,0,1.0,1,2,1,"[""Max and Helen"", ""Held einer Nacht"", ""Martin Frič"", ""Philip Saville"", ""Helmut Käutner""]",Held Einer Nacht.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""Max and Helen"", ""Held einer Nacht"", ""Martin Frič"", ""Philip Saville"", ""Helmut Käutner""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,34,344,"Which film has the director who was born first, The Parson And The Outlaw or The Black Marble?",4,"[""Harold Becker"", ""The Black Marble"", ""The Parson and the Outlaw"", ""Oliver Drake (filmmaker)""]",3,0.0,0.0,0.75,0,1,"[""The Parson and the Outlaw"", ""The Black Marble"", ""Harold Becker""]",5,1.0,1.0,0.75,0,1,0,"[""The Parson and the Outlaw"", ""Harold Becker"", ""The Black Marble"", ""Swamp Women"", ""Jack Arnold (director)""]",4,2,bind,The Parson and the Outlaw.,1.0,1.0,0,5,3,1,0.75,0,2,2,"[""The Parson and the Outlaw"", ""The Black Marble"", ""Harold Becker"", ""Swamp Women"", ""Jack Arnold (director)""]",The Parson and the Outlaw.,1.0,1.0,0,5,3,1,0.75,0,2,2,"[""The Parson and the Outlaw"", ""The Black Marble"", ""Harold Becker"", ""Swamp Women"", ""Jack Arnold (director)""]",The Parson and the Outlaw.,1.0,1.0,0,5,3,1,0.75,0,2,0,"[""The Parson and the Outlaw"", ""The Black Marble"", ""Harold Becker"", ""Swamp Women"", ""Jack Arnold (director)""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,35,373,"Which film has the director who was born later, Complete Unknown or Dr. Goldfoot And The Girl Bombs?",4,"[""Dr. Goldfoot and the Girl Bombs"", ""Mario Bava"", ""Joshua Marston"", ""Complete Unknown""]",2,1.0,1.0,0.5,0,2,"[""Complete Unknown"", ""Joshua Marston""]",5,1.0,1.0,0.75,0,1,1,"[""Dr. Goldfoot and the Girl Bombs"", ""Joshua Marston"", ""Complete Unknown"", ""Antonio Rinaldi (cinematographer)"", ""Riccardo Freda""]",4,2,bind,Complete Unknown.,1.0,1.0,0,5,3,1,0.75,0,3,3,"[""Complete Unknown"", ""Joshua Marston"", ""Dr. Goldfoot and the Girl Bombs"", ""Antonio Rinaldi (cinematographer)"", ""Riccardo Freda""]",Complete Unknown.,1.0,1.0,0,5,3,1,0.75,0,3,2,"[""Complete Unknown"", ""Joshua Marston"", ""Dr. Goldfoot and the Girl Bombs"", ""Antonio Rinaldi (cinematographer)"", ""Riccardo Freda""]",Complete Unknown.,1.0,1.0,0,5,3,1,0.75,0,3,0,"[""Complete Unknown"", ""Joshua Marston"", ""Dr. Goldfoot and the Girl Bombs"", ""Antonio Rinaldi (cinematographer)"", ""Riccardo Freda""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,36,411,"Which film whose director was born first, Anatomy Of Hell or Metello?",4,"[""Metello"", ""Catherine Breillat"", ""Anatomy of Hell"", ""Mauro Bolognini""]",3,1.0,1.0,0.75,0,1,"[""Anatomy of Hell"", ""Metello"", ""Mauro Bolognini""]",5,1.0,1.0,1.0,1,0,1,"[""Mauro Bolognini"", ""Catherine Breillat"", ""Metello"", ""Anatomy of Hell"", ""Mariano Laurenti""]",4,2,bind,Metello.,1.0,1.0,0,5,4,0,1.0,1,2,2,"[""Anatomy of Hell"", ""Metello"", ""Mauro Bolognini"", ""Catherine Breillat"", ""Mariano Laurenti""]",Metello.,1.0,1.0,0,5,4,0,1.0,1,2,1,"[""Anatomy of Hell"", ""Metello"", ""Mauro Bolognini"", ""Catherine Breillat"", ""Mariano Laurenti""]",Metello.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""Anatomy of Hell"", ""Metello"", ""Mauro Bolognini"", ""Catherine Breillat"", ""Mariano Laurenti""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,37,412,"Which film has the director who died later, Eyes Of Youth or The Vagabond Prince?",4,"[""The Vagabond Prince"", ""Albert Parker (director)"", ""Charles Giblyn"", ""Eyes of Youth""]",3,1.0,1.0,0.75,0,1,"[""Albert Parker (director)"", ""Eyes of Youth"", ""The Vagabond Prince""]",5,1.0,1.0,1.0,1,0,1,"[""Konrad Wolf"", ""Charles Giblyn"", ""The Vagabond Prince"", ""Eyes of Youth"", ""Albert Parker (director)""]",4,2,bind,Eyes of Youth.,1.0,1.0,0,5,4,0,1.0,1,2,2,"[""Albert Parker (director)"", ""Eyes of Youth"", ""The Vagabond Prince"", ""Thomas H. Ince"", ""Charles Giblyn""]",Eyes of Youth.,1.0,1.0,0,5,4,0,1.0,1,2,1,"[""Albert Parker (director)"", ""Eyes of Youth"", ""The Vagabond Prince"", ""Charles Giblyn"", ""Thomas H. Ince""]",Eyes Of Youth.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""Albert Parker (director)"", ""Eyes of Youth"", ""The Vagabond Prince"", ""Konrad Wolf"", ""Charles Giblyn""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,38,420,"Which film whose director was born first, Poola Rangadu or Paganini Horror?",4,"[""Adurthi Subba Rao"", ""Luigi Cozzi"", ""Paganini Horror"", ""Poola Rangadu""]",3,0.0,0.0,0.75,0,1,"[""Adurthi Subba Rao"", ""Paganini Horror"", ""Luigi Cozzi""]",5,1.0,1.0,1.0,1,0,1,"[""Luigi Cozzi"", ""Adurthi Subba Rao"", ""Paganini Horror"", ""Poola Rangadu"", ""Pupi Avati""]",4,2,bind,Poola Rangadu.,1.0,1.0,0,5,4,0,1.0,1,2,2,"[""Adurthi Subba Rao"", ""Paganini Horror"", ""Luigi Cozzi"", ""Poola Rangadu"", ""Pupi Avati""]",Poola Rangadu.,1.0,1.0,0,5,4,0,1.0,1,2,1,"[""Adurthi Subba Rao"", ""Paganini Horror"", ""Luigi Cozzi"", ""Poola Rangadu"", ""Pupi Avati""]",Poola Rangadu.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""Adurthi Subba Rao"", ""Paganini Horror"", ""Luigi Cozzi"", ""Poola Rangadu"", ""Pupi Avati""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,39,427,Do both directors of films Friday The 13Th (1916 Film) and Beaumarchais (Film) share the same nationality?,4,"[""Édouard Molinaro"", ""Friday the 13th (1916 film)"", ""Beaumarchais (film)"", ""Émile Chautard""]",3,1.0,1.0,0.5,0,2,"[""Beaumarchais (film)"", ""Friday the 13th (1916 film)"", ""Richard Pottier""]",5,1.0,1.0,0.75,0,1,1,"[""Édouard Molinaro"", ""Friday the 13th (1916 film)"", ""Beaumarchais (film)"", ""Bertrand Tavernier"", ""Harry Beaumont""]",4,2,bind,Yes.,1.0,1.0,0,5,3,1,0.75,0,2,2,"[""Beaumarchais (film)"", ""Friday the 13th (1916 film)"", ""Richard Pottier"", ""Édouard Molinaro"", ""Harry Beaumont""]",No.,0.0,0.0,0,5,4,0,1.0,1,2,0,"[""Beaumarchais (film)"", ""Friday the 13th (1916 film)"", ""Richard Pottier"", ""Édouard Molinaro"", ""Émile Chautard""]",Yes.,1.0,1.0,0,5,3,1,0.75,0,2,0,"[""Beaumarchais (film)"", ""Friday the 13th (1916 film)"", ""Richard Pottier"", ""Édouard Molinaro"", ""Bertrand Tavernier""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,40,435,"Which film has the director born earlier, Badman'S Gold or Sugar, Honey And Pepper?",4,"[""Robert Emmett Tansey"", ""Sergio Martino"", ""Sugar, Honey and Pepper"", ""Badman's Gold""]",2,1.0,1.0,0.5,0,2,"[""Badman's Gold"", ""Sugar, Honey and Pepper""]",5,1.0,1.0,0.75,0,1,1,"[""George Sherman"", ""Sergio Martino"", ""Sugar, Honey and Pepper"", ""Badman's Gold"", ""Jonathan Demme""]",4,2,bind,Badman's Gold.,1.0,1.0,0,5,2,2,0.5,0,3,3,"[""Badman's Gold"", ""Sugar, Honey and Pepper"", ""Jonathan Demme"", ""John Sayles"", ""William Friedkin""]",Badman's Gold.,1.0,1.0,0,5,4,0,1.0,1,3,1,"[""Badman's Gold"", ""Sugar, Honey and Pepper"", ""Robert Emmett Tansey"", ""Sergio Martino"", ""Jonathan Demme""]",Badman's Gold.,1.0,1.0,0,5,3,1,0.75,0,3,0,"[""Badman's Gold"", ""Sugar, Honey and Pepper"", ""George Sherman"", ""Sergio Martino"", ""Jonathan Demme""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,41,441,"Which film whose director is younger, Tall Man Riding or Şalvar Davası?",4,"[""Kartal Tibet"", ""Lesley Selander"", ""Tall Man Riding"", ""Şalvar Davası""]",3,1.0,1.0,0.75,0,1,"[""Tall Man Riding"", ""Kartal Tibet"", ""Şalvar Davası""]",5,1.0,1.0,1.0,1,0,1,"[""Kartal Tibet"", ""Lesley Selander"", ""Tall Man Riding"", ""Şalvar Davası"", ""Robert M. Young (director)""]",4,2,bind,Şalvar Davası.,1.0,1.0,0,5,4,0,1.0,1,2,2,"[""Tall Man Riding"", ""Kartal Tibet"", ""Şalvar Davası"", ""Lesley Selander"", ""Robert M. Young (director)""]",Şalvar Davası.,1.0,1.0,0,5,4,0,1.0,1,2,1,"[""Tall Man Riding"", ""Kartal Tibet"", ""Şalvar Davası"", ""Lesley Selander"", ""Robert M. Young (director)""]",Şalvar Davası.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""Tall Man Riding"", ""Kartal Tibet"", ""Şalvar Davası"", ""Lesley Selander"", ""Robert M. Young (director)""]"
2Wiki,2wikimultihopqa_dbec_cf_underselect_20260507,42,458,"Which film has the director died earlier, Kanchana Sita or Ghost Of The China Sea?",4,"[""G. Aravindan"", ""Kanchana Sita"", ""Fred F. Sears"", ""Ghost of the China Sea""]",2,1.0,1.0,0.5,0,2,"[""Ghost of the China Sea"", ""Kanchana Sita""]",5,1.0,1.0,1.0,1,0,2,"[""Fred F. Sears"", ""G. Aravindan"", ""Kanchana Sita"", ""Ghost of the China Sea"", ""Dasari Narayana Rao""]",4,2,bind,Ghost Of The China Sea.,1.0,1.0,0,5,4,0,1.0,1,3,3,"[""Ghost of the China Sea"", ""Kanchana Sita"", ""G. Aravindan"", ""Fred F. Sears"", ""Dasari Narayana Rao""]",Ghost Of The China Sea.,1.0,1.0,0,5,4,0,1.0,1,3,1,"[""Ghost of the China Sea"", ""Kanchana Sita"", ""G. Aravindan"", ""Fred F. Sears"", ""Dasari Narayana Rao""]",Ghost Of The China Sea.,1.0,1.0,0,5,4,0,1.0,1,3,0,"[""Ghost of the China Sea"", ""Kanchana Sita"", ""Fred F. Sears"", ""G. Aravindan"", ""Dasari Narayana Rao""]"
