dataset,query_index,gold_doc_count,missing_doc_id,missing_title,candidate_rank,rank_bucket,query_f1,query_em,failure_bucket,question,selected_non_gold_titles
2wikimultihopqa,392,4,2601,John G. Adolfi,22,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,"Which film has the director who was born first, Who'S Your Brother? or The Last Outpost (1951 Film)?",Raoul Walsh || Roy Rowland (film director)
2wikimultihopqa,393,4,2609,Hannu Leminen,22,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,"Which film whose director was born first, Tree Without Fruit or Small Town Boy?",Tree Without Leaves || Peter Greenaway
2wikimultihopqa,401,2,2661,Paul Hamilton (politician),8,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,Where was the place of death of Archibald Hamilton (1790–1815)'s father?,"Archibald Hamilton Rowan || Archibald Hamilton, 9th Duke of Hamilton || James Hamilton (priest) || Archibald Hamilton"
2wikimultihopqa,407,2,2690,"George Grey, 2nd Earl of Kent",,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,Who is Anne Woodville's father-in-law?,"Elizabeth Somerset, Baroness Herbert || Bridget of York || Humphrey Stafford, Earl of Stafford || Thomas Stafford, 3rd Earl of Stafford"
2wikimultihopqa,411,4,2714,Mauro Bolognini,24,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,"Which film whose director was born first, Anatomy Of Hell or Metello?",Fritz Lang || Raffaello Matarazzo
2wikimultihopqa,412,4,2727,Charles Giblyn,22,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,"Which film has the director who died later, Eyes Of Youth or The Vagabond Prince?",Eyes of Texas (film) || The Vagabond King (1956 film)
2wikimultihopqa,420,4,2758,Adurthi Subba Rao,14,rank11_20,1.0,1.0,candidate200_complete_top5_incomplete,"Which film whose director was born first, Poola Rangadu or Paganini Horror?",K. Raghavendra Rao || Puttanna Kanagal
2wikimultihopqa,423,4,1776,Steno (director),22,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,Are director of film Susanna Whipped Cream and director of film Le Salamandre both from the same country?,Jean-Paul Salomé || Michael Lehmann
2wikimultihopqa,427,4,2793,Émile Chautard,,missing_200,1.0,1.0,candidate200_incomplete_top5_partial,Do both directors of films Friday The 13Th (1916 Film) and Beaumarchais (Film) share the same nationality?,Harry Beaumont || Jean Grémillon
2wikimultihopqa,429,4,2807,Julio Saraceni,28,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,"Which film has the director who was born later, Bárbara Atómica or Three Lucky Fools?",My Three Merry Widows || Mario Bava
2wikimultihopqa,430,2,2813,"Victor Cavendish, 9th Duke of Devonshire",,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,Where was the place of death of Lady Dorothy Macmillan's father?,"Lady Rose McLaren || Charlotte Lyon-Bowes, Lady Glamis || Lord Charles Arthur Francis Cavendish || Thomas Lyon-Bowes, Lord Glamis"
2wikimultihopqa,435,4,2845,Sergio Martino,22,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,"Which film has the director born earlier, Badman'S Gold or Sugar, Honey And Pepper?",Curry and Pepper || James Goldstone
2wikimultihopqa,436,4,2852,Marcel Varnel,22,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,"Which film has the director born later, South American George or Getting In?",George Sherman || George Archainbaud
2wikimultihopqa,437,4,2858,Charles J. Hunt,22,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,"Which film whose director is younger, College Lovers or The Dixie Flyer?",Arthur Hiller || Dino Risi
2wikimultihopqa,438,2,2862,"William Cavendish-Bentinck, 3rd Duke of Portland",10,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,What nationality is Lord Frederick Cavendish-Bentinck's father?,"Lord Henry Cavendish-Bentinck || Ferdinand Cavendish-Bentinck, 8th Duke of Portland || William Cavendish-Bentinck, 6th Duke of Portland || Charles Cavendish-Bentinck (priest)"
2wikimultihopqa,443,4,2886,Ralph Dawson,25,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,"Which film whose director was born first, Naagapanchami or The Girl In The Glass Cage?",The Glass Cage (1955 film) || Philippe Arthuys
2wikimultihopqa,447,2,2915,"William Willoughby, 6th Baron Willoughby of Parham",10,rank6_10,0.8,0.0,candidate200_complete_top5_incomplete,"Who is Charles Willoughby, 10Th Baron Willoughby Of Parham's paternal grandfather?","George Stewart, 9th Seigneur d'Aubigny || Charles Willoughby, 2nd Baron Willoughby of Parham || Thomas Willoughby, 11th Baron Willoughby of Parham || John Willoughby, 9th Baron Willoughby of Parham"
2wikimultihopqa,458,4,2977,G. Aravindan,61,rank51_100,1.0,1.0,candidate200_complete_top5_incomplete,"Which film has the director died earlier, Kanchana Sita or Ghost Of The China Sea?",Puttanna Kanagal || Dasari Narayana Rao
2wikimultihopqa,463,2,3005,Constantine I of Greece,134,rank101_200,0.0,0.0,candidate200_complete_top5_incomplete,Where was the father of Helen Of Greece And Denmark born?,Place of origin || Princess Maria of Greece and Denmark || Prince Nikolaos of Greece and Denmark || Princess Alexia of Greece and Denmark
2wikimultihopqa,467,4,3028,I. V. Sasi,7,rank6_10,1.0,1.0,candidate200_complete_top5_incomplete,"Which film has the director died earlier, John Jaffer Janardhanan or Kamakalawa?",J. Sasikumar || Dasari Narayana Rao
2wikimultihopqa,469,4,3040,Gregory La Cava,24,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,"Which film has the director died first, Ask A Policeman or The Half-Naked Truth?",The Naked Truth (1914 film) || Ken Annakin
2wikimultihopqa,470,2,3042,Tamatoa V,7,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,Who is Teriimaevarua Iii's paternal grandmother?,"Maria Teresa, Grand Duchess of Luxembourg || Tjuyu || Tāufaʻāhau Tupou IV || ʻElisiva Fusipala Taukiʻonetuku"
2wikimultihopqa,472,4,1327,Laurent Tirard,10,rank6_10,1.0,1.0,candidate200_complete_top5_incomplete,"Which film whose director is younger, Return Of The Hero or Home In Indiana?",Édouard Niermans (director) || Bertrand Tavernier
2wikimultihopqa,473,4,3057,Jacques Doillon,35,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,"Which film has the director born earlier, Comedy! or Ven Mi Corazón Te Llama?",Blake Edwards || Carlo Ludovico Bragaglia
2wikimultihopqa,478,4,3079,Fred Niblo,32,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,"Which film has the director who was born earlier, The Marseille Contract or Strangers Of The Night?",Strangers of the Evening || The Night of Nights
2wikimultihopqa,479,4,3088,Jerry Paris,52,rank51_100,0.0,0.0,candidate200_complete_top5_incomplete,"Which film has the director who is older than the other, Colierul De Turcoaze or Leo And Loree? ",Jean Negulesco || Leopoldo Torre Nilsson
2wikimultihopqa,482,2,3103,Vita Sackville-West,7,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,"Who is Lionel Sackville-West, 3Rd Baron Sackville's child-in-law?","Lionel Sackville-West, 2nd Baron Sackville || Victoria Sackville-West, Baroness Sackville || Lionel Sackville-West, 6th Baron Sackville || Mortimer Sackville-West, 1st Baron Sackville"
2wikimultihopqa,485,4,271,William Duncan (actor),22,rank21_50,1.0,1.0,candidate200_incomplete_top5_partial,"Which film whose director is younger, Wolves Of The North or Action In Arabia?",The Picture of Dorian Gray (1945 film) || Wolves of the Range || Wolfgang Schleif
2wikimultihopqa,485,4,3127,Léonide Moguy,,missing_200,1.0,1.0,candidate200_incomplete_top5_partial,"Which film whose director is younger, Wolves Of The North or Action In Arabia?",The Picture of Dorian Gray (1945 film) || Wolves of the Range || Wolfgang Schleif
2wikimultihopqa,498,2,3197,Carl Schultz,22,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,What nationality is the director of film To Walk With Lions?,Alan Reeves (composer) || Chuck Berry || Roland Joffé || Peter Glenville
2wikimultihopqa,499,4,3040,Gregory La Cava,22,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,"Which film has the director born later, Ask A Policeman or The Half-Naked Truth?",The Naked Truth (1914 film) || Half a Sinner (1940 film)
2wikimultihopqa,502,4,3208,Harmon Jones,22,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,Are both directors of films Target Zero and Midnight Court (Film) from the same country?,Zero Tolerance (2015 film) || Hassan Zee
2wikimultihopqa,505,4,3223,Tim Burstall,22,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,"Which film has the director born earlier, Did A Good Man Die? or The Last Of The Knucklemen?",Lewis Milestone || Anthony Mann
2wikimultihopqa,509,4,3253,Sidney Olcott,22,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,Do both films The Majesty Of The Law and The Taint (Film) have the directors that share the same nationality?,Wisit Sasanatieng || Mabel Cheung
2wikimultihopqa,513,4,3275,Fernando Cerchio,25,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,"Which film has the director born first, Toto And Cleopatra or Land Of Peace?",Toto and the King of Rome || Toto and the Women
2wikimultihopqa,514,4,3281,Srijit Mukherji,8,rank6_10,1.0,1.0,candidate200_complete_top5_incomplete,"Which film has the director born first, Shah Jahan Regency or Fatma Bacı?",Thomas Jahn || Shah Jahan
2wikimultihopqa,520,4,3318,Victor Saville,25,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,"Which film has the director died later, Pacific Rendezvous or Calling Bulldog Drummond?",Bulldog Drummond Escapes || Gordon Douglas (director)
2wikimultihopqa,523,2,3340,"Louis of Luxembourg, Count of Saint-Pol",9,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,"Which country Anthony I, Count Of Ligny's father is from?","Charles I, Count of Ligny || Anthony II, Count of Ligny || John III, Count of Ligny || Anthony I, Count of Oldenburg"
2wikimultihopqa,529,4,638,Oskar Roehler,22,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,Do both films All Souls (Film) and Atomised (Film) have the directors from the same country?,André Cayatte || Soul Boy
2wikimultihopqa,530,4,3393,Herschell Gordon Lewis,7,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,"Which film has the director who is older, The Gamecock (Film) or Monster A Go-Go?",The Capture of Bigfoot || Jack Arnold (director)
2wikimultihopqa,534,4,3410,Blake Edwards,14,rank11_20,1.0,1.0,candidate200_complete_top5_incomplete,Do both films Operation Petticoat and War Book have the directors from the same country?,Peter Glenville || The Perfect Furlough
2wikimultihopqa,538,4,3432,Bryan Forbes,9,rank6_10,1.0,1.0,candidate200_complete_top5_incomplete,"Which film has the director who died later, The Whisperers or Concert Of Intrigue?",Michael Powell || Isle of Intrigue
2wikimultihopqa,541,4,3088,Jerry Paris,44,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,Are both directors of films The Pit And The Pendulum (1913 Film) and How Sweet It Is! from the same country?,How Sweet It Is (2013 film) || The Pit and the Pendulum (1991 film)
2wikimultihopqa,542,4,3459,Joe Swanberg,21,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,Do both A Daughter Of Australia (1922 Film) and Autoerotic (Film) films have the directors from the same country?,A Maori Maid's Love || Next of Kin (1982 film)
2wikimultihopqa,544,4,1259,Gérard Oury,22,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,"Which film has the director born later, Femmes De Sade or La Carapate?",Catherine Breillat || Caroline Huppert
2wikimultihopqa,545,4,3472,José Luis Garci,21,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,"Which film has the director who was born first, O'Shaughnessy'S Boy or Sunday Light?",Norman Taurog || Henry King (director)
2wikimultihopqa,552,4,3523,Gene Fowler Jr.,22,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,"Which film has the director died first, Showdown At Boot Hill or The Walls Of Hell?",Doris Wishman || Wallace Fox
2wikimultihopqa,555,2,3539,Frederick IV of Denmark,143,rank101_200,0.2857,0.0,candidate200_complete_top5_incomplete,Who is the mother-in-law of Louise Of Mecklenburg-Güstrow?,Princess Charlotte Amalie of Denmark || Christine of Mecklenburg-Güstrow || Hedwig of Mecklenburg-Güstrow || Louise of Hesse-Kassel
2wikimultihopqa,556,2,3552,John Anderson (musician),13,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,What is the place of birth of the performer of song Somebody Slap Me?,Chuck Berry || Yella Beezy || Brad Newman || DJ Jubilee
2wikimultihopqa,563,4,3582,Paul Martin (director),23,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,"Which film has the director born later, Je Fais Le Mort or Red Roses, Red Lips, Red Wine?",Chantal Akerman || Jean Grémillon
2wikimultihopqa,564,4,3588,Wallace Fox,52,rank51_100,0.0,0.0,candidate200_complete_top5_incomplete,"Which film has the director who was born later, Five Red Tulips or Laughing At Death?",Laughing at Life || Vasili Pichul
2wikimultihopqa,566,4,3599,Ajay Devgn,21,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,"Which film has the producer who is older, Aatma Gowravam or Vitti Dandu?",K. Raghavendra Rao || Ravi Chopra
2wikimultihopqa,568,2,3619,"Otto II, Count of Guelders",7,rank6_10,0.4444,0.0,candidate200_complete_top5_incomplete,Who is the paternal grandfather of Reginald I Of Guelders?,"Reginald II, Duke of Guelders || Reginald III, Duke of Guelders || Otto I, Count of Guelders || Maria, Duchess of Guelders"
2wikimultihopqa,573,4,3079,Fred Niblo,28,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,"Which film has the director who died earlier, The Toast Of Death or The Famous Mrs. Fair?",The Toast of New Orleans || Richard Quine
2wikimultihopqa,575,2,3673,Prince Harald of Denmark,13,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,When was Princess Feodora Of Denmark's father born?,Prince Waldemar of Schaumburg-Lippe || Princess Feodora of Saxe-Meiningen || Princess Caroline-Mathilde of Denmark || Princess Feodora of Hohenlohe-Langenburg
2wikimultihopqa,579,2,3706,Sarah Connor (singer),35,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,What is the place of birth of the performer of song The Best Side Of Life?,Place of origin || Roger Miller || Pam Mark Hall || Early Side of Later
2wikimultihopqa,581,4,2430,Ray Taylor (director),22,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,"Which film has the director died later, Chad Hanna or The Avenging Shadow?",The Avenging Arrow || The Avenging Angel
2wikimultihopqa,584,4,3735,Harry S. Webb,22,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,"Which film whose director was born first, Swamp Women or Tracy Rides?",Trifling Women || Jack Arnold (director)
2wikimultihopqa,585,4,3741,Elisabeta Bostan,22,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,"Which film has the director who is older, Drive A Crooked Road or Kingdom In The Clouds?",Rhythm in the Clouds || Won in the Clouds
2wikimultihopqa,590,4,3775,Norman Taurog,22,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,"Which film has the director who was born later, Il Diavolo In Convento or The Big Broadcast Of 1936?",Devil in the Flesh (1986 film) || The Big Broadcast
2wikimultihopqa,592,4,2430,Ray Taylor (director),10,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,"Which film has the director died later, Modern Husbands or The Fighting Vigilantes?",William Keighley || Monta Bell
2wikimultihopqa,596,2,1107,Oswiu,7,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,Where was the place of burial of Ælfwine Of Deira's father?,Osthryth || Edwin of Northumbria || Oswine of Deira || Æthelric of Deira
2wikimultihopqa,598,2,3398,Ida of Lorraine,25,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,"Who is Eustace Iii, Count Of Boulogne's uncle?","Thomas, Count of Perche || Eustace I, Count of Boulogne || Arnulf II, Count of Boulogne || Baldwin II, Count of Boulogne"
2wikimultihopqa,599,4,3841,István Szabó,50,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,"Which film has the director born first, S Durga or Sweet Emma, Dear Böbe?",Srijit Mukherji || Ildikó Enyedi
2wikimultihopqa,602,2,3863,Brigitte Horney,41,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,What is the place of birth of Konstantin Irmen-Tschet's wife?,Place of origin || Natalia Alexeievna (Wilhelmina Louisa of Hesse-Darmstadt) || Princess Irmingard of Bavaria || Princess Iman bint ِHussein
2wikimultihopqa,603,2,3865,Victor Emmanuel III of Italy,23,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,Where was the place of death of Princess Yolanda Of Savoy's father?,Yolande Louise of Savoy || Princess Mafalda of Savoy || Princess Catherine Beatrice of Savoy || Princess Maria Carolina of Savoy
