dataset,query_index,question,risk_group,risk_high,requirement_count,dependent_req_count,max_dependency_depth,binding_candidate_count_total,binding_candidate_count_mean,binding_candidate_count_max,gold_doc_count,setr_selected_count,setr_under_selected,dbec_em,dbec_f1,setr_em,setr_f1,delta_em_dbec_minus_setr,delta_f1_dbec_minus_setr,dbec_r5_title,setr_r5_title,delta_r5_title_dbec_minus_setr,setr_parse_success,setr_empty_fallback_used,selective_binding_decision
2Wiki,125,"Which film whose director was born first, Last Tango In Paris or Beasts Of Prey?",high,1,4,2,1,3.0,1.5,2.0,4,3,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.75,0.25,1,0,bind
2Wiki,126,Who is the paternal grandfather of Dui Finn?,high,1,3,2,2,5.0,2.5,4.0,2,3,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1,0,bind
2Wiki,127,"Which film was released first, The Tender Years or Range War?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,128,"Who is the maternal grandmother of Louis, Dauphin Of France (Son Of Louis Xv)?",high,1,3,2,2,2.0,1.0,1.0,2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,129,What is the place of birth of Princess Maria Of Greece And Denmark's mother?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,130,"Which film has the director died first, I Like Only You or Brother Rat?",high,1,4,2,1,2.0,1.0,1.0,4,5,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.75,0.25,1,0,bind
2Wiki,131,Who is Princess Mafalda Of Savoy's maternal grandmother?,high,1,3,2,2,2.0,1.0,1.0,2,5,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,132,"Who was born earlier, Wang Shusen or Rona Randall?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,133,"Who was born later, Vincenzo Lapuma or Sy Kattelson?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,134,"Which film whose director was born first, Broadway Or Bust or Ballad Of Tara?",high,1,4,2,1,1.0,0.5,1.0,4,4,0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,1.0,-0.25,1,0,bind
2Wiki,135,"Who is William Ii, Count Of Flanders's paternal grandmother?",high,1,3,2,1,6.0,3.0,3.0,2,3,0,0.0,0.3333,1.0,1.0,-1.0,-0.6667000000000001,0.0,1.0,-1.0,1,0,bind
2Wiki,136,Where was the performer of song Whispers (Corina Song) born?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,137,"Which film was released first, Kalaya Tasmai Namaha or Undercover With The Kkk?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,138,When did Princess Rodam Of Kartli's husband die?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,139,"Who is younger, Isaac P. Walker or Nakkhatra Mangala?",high,1,3,1,1,0.0,0.0,0.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,140,Do both Possession (1922 Film) and La Boum films have the directors from the same country?,high,1,4,2,1,6.0,3.0,5.0,4,3,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.25,1,0,bind
2Wiki,141,"Which film came out earlier, La Marca De Satanás or Sofia'S Last Ambulance?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,142,"Who is younger, Denise Kandel or Bruce Robinson?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,143,"Which film has the director who is older than the other, Goopy Gyne Bagha Byne or Halloween Kills?",high,1,4,2,1,2.0,1.0,1.0,4,3,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.75,0.25,1,0,bind
2Wiki,144,"Where was the place of death of Sancha Of Castile, Queen Of Navarre's mother?",low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1,0,bind
2Wiki,145,What nationality is Hypsicratea's husband?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,146,Who is the father of the director of film Power Of Women (Film)?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,147,Who is Margaret Of Baux's father-in-law?,high,1,3,2,2,5.0,2.5,3.0,2,2,0,0.0,0.6667,0.0,0.6666666666666666,0.0,3.333333333332966e-05,1.0,1.0,0.0,1,0,bind
2Wiki,148,Which country Lucius Antonius (Grandson Of Mark Antony)'s father is from?,low,0,2,1,1,4.0,4.0,4.0,2,2,0,0.0,0.6667,0.0,0.0,0.0,0.6667,1.0,1.0,0.0,1,0,bind
2Wiki,149,"Which film whose director is younger, Forbidden Ground or Free Guy?",high,1,4,2,1,3.0,1.5,2.0,4,3,1,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.75,0.0,1,0,bind
2Wiki,150,Where was the place of burial of Osthryth's father?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,151,"Which magazine came out first, Entertain Magazine or Woman'S Century?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,152,Who is the stepmother of Sara Ali Khan?,low,0,2,1,1,0.0,0.0,0.0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1,0,abstain
2Wiki,153,"Which film whose director is younger, Before The Bat'S Flight Is Done or Agar Tum Na Hote?",high,1,4,2,1,2.0,1.0,1.0,4,3,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.75,0.25,1,0,bind
2Wiki,154,"Which film was released earlier, Powerful: Energy For Everyone or Scaregivers?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,155,Does Leslie Pietrzyk have the same nationality as Marianne Wiggins?,high,1,3,1,1,0.0,0.0,0.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,156,Who is Marie Zéphyrine Of France's paternal grandmother?,high,1,3,2,2,5.0,2.5,4.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,157,"Who is the paternal grandfather of Anna Dorothea, Abbess Of Quedlinburg?",high,1,3,2,2,3.0,1.5,2.0,2,3,0,0.0,0.6,0.0,0.0,0.0,0.6,0.5,0.5,0.0,1,0,bind
2Wiki,158,When did Conall Mac Comgaill's father die?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,bind
2Wiki,159,Who is the spouse of the director of film The Glass Boat?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,160,"Who is younger, Jan Britstra or Leonas Milčius?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,161,"Where was the place of death of Humphrey Stafford, Earl Of Stafford's father?",low,0,2,1,1,1.0,1.0,1.0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,162,Do Walfredo Reyes Jr. and Zac Dysert have the same nationality?,high,1,3,1,1,0.0,0.0,0.0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,163,Which country Al-Mu'Tasim's father is from?,low,0,2,1,1,4.0,4.0,4.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,164,"Who did Joan Ramon Ii, Count Of Cardona marry?",low,0,1,0,0,0.0,0.0,0.0,2,2,0,0.0,0.6667,0.0,0.6666666666666666,0.0,3.333333333332966e-05,1.0,1.0,0.0,1,0,abstain
2Wiki,165,"Which film has the director born earlier, The Planet Of Junior Brown or A Yank In The R.A.F.?",high,1,4,2,1,3.0,1.5,2.0,4,4,0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.25,1.0,-0.75,1,0,bind
2Wiki,166,Where does Louisa Charlotte Tyndall's husband work at?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.4444,0.0,0.4444444444444445,0.0,-4.444444444445805e-05,1.0,1.0,0.0,1,0,bind
2Wiki,167,Who is the father-in-law of Ermengarde Of Hesbaye?,high,1,3,2,2,5.0,2.5,4.0,2,3,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1,0,bind
2Wiki,168,"Which film was released earlier, Dreamville Presents: Revenge or One More Time With Feeling?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,169,"Which film has the director born first, Mutiny (1952 Film) or The Eagle'S Feather?",high,1,4,2,1,2.0,1.0,1.0,4,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,170,Do both films The Umbrella Coup and The Cow And I have the directors that share the same nationality?,high,1,4,2,1,2.0,1.0,1.0,4,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,171,"Which film has the director who died later, Hotel Paradis or Devil'S Doorway?",high,1,4,2,1,3.0,1.5,2.0,4,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.75,0.25,1,0,bind
2Wiki,172,Who is the father of the director of film Duniya Meri Jeb Mein?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,173,Who is the paternal grandmother of Sigrid Of Sweden (1566–1633)?,low,0,2,1,1,0.0,0.0,0.0,2,3,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1,0,abstain
2Wiki,174,Do both films A Trial In Prague and Three Strangers have the directors that share the same nationality?,high,1,4,2,1,2.0,1.0,1.0,4,4,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,bind
2Wiki,175,Where was the wife of Adam Włodek born?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,176,"Which film was released first, Ryan'S Daughter or A Day At The Museum?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,177,Who is Karl Von Habsburg's paternal grandmother?,high,1,3,2,2,0.0,0.0,0.0,2,12,0,0.0,0.2857,0.0,0.0,0.0,0.2857,0.5,0.5,0.0,1,0,abstain
2Wiki,178,"Which country Thomas Lyon-Bowes, Lord Glamis's father is from?",low,0,2,1,1,1.0,1.0,1.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,179,"Which film was released more recently, An Empress And The Warriors or Die Screaming, Marianne?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,180,"Which film has the director born later, Diary Of A Maniac or Return Of The Hero?",high,1,4,2,1,3.0,1.5,2.0,4,3,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.75,0.25,1,0,bind
2Wiki,181,"Which film has the director died later, Dahleez or The Lights Of Buenos Aires?",high,1,4,2,1,1.0,0.5,1.0,4,3,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.75,0.25,1,0,bind
2Wiki,182,Where was the husband of Ting-Xing Ye born?,low,0,2,1,1,0.0,0.0,0.0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1,0,abstain
2Wiki,183,Where was the composer of song By The Beautiful Sea (Song) born?,low,0,2,1,1,3.0,3.0,3.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,184,What is the place of birth of the director of film The Trail Of The Lonesome Pine (1923 Film)?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.6667,0.0,0.6666666666666666,0.0,3.333333333332966e-05,1.0,1.0,0.0,1,0,bind
2Wiki,185,"Who died first, Thomas Valentine Cooper or John Ellis Roosevelt?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,186,Where was the place of death of Edsel Ford's father?,low,0,2,1,1,1.0,1.0,1.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,187,"Which film came out earlier, A Jester'S Tale or Ang Kwento Ni Mabuti?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,188,"Which film has the director who was born later, The Sleeping City or The Lawful Cheater?",high,1,4,2,1,3.0,1.5,2.0,4,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,189,Which country the director of film La Yuma is from?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,190,"Are both mountains, Allqamari and Juch'Uy Llallawa, located in the same country?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,191,Who is Archduchess Maria Antonia Of Austria (1899–1977)'s maternal grandfather?,high,1,3,2,2,2.0,1.0,1.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1,0,bind
2Wiki,192,"Which album was released first, Don'T Freak Me Out or Love & War (Barlowgirl Album)?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,193,Was Ausaf Ali or Steven Perry born first?,high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,194,Who is the father of the director of film Summer Skin (Film)?,low,0,2,1,1,5.0,5.0,5.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,195,"Which film has the director who is older, A Better Tomorrow Iii: Love & Death In Saigon or Har Dil Jo Pyar Karega?",high,1,4,2,1,2.0,1.0,1.0,4,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,196,"Which film was released earlier, Flash Gordon Conquers The Universe or Siti Noerbaja?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,197,Who was born first out of C. Maurice Patterson and Maj-Briht Bergström-Walan?,high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,198,"Which film has the director who died later, Majhli Didi or Dream Of The Rhine?",high,1,4,2,1,2.0,1.0,1.0,4,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,199,"Which film has the director who was born later, Tarzan'S Hidden Jungle or The Brink'S Job?",high,1,4,2,1,2.0,1.0,1.0,4,2,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1,0,bind
2Wiki,200,Who is Princess Margaret Of Connaught's father?,low,0,1,0,0,0.0,0.0,0.0,2,3,0,0.0,0.8333,0.0,0.8333333333333333,0.0,-3.333333333321864e-05,1.0,1.0,0.0,1,0,abstain
2Wiki,201,"Who is Infanta Adelgundes, Duchess Of Guimarães's father?",low,0,2,1,1,3.0,3.0,3.0,2,2,0,0.0,0.8571,0.0,0.8571428571428571,0.0,-4.285714285712228e-05,1.0,1.0,0.0,1,0,bind
2Wiki,202,Are the directors of films C-Man (Film) and Greencastle (Film) both from the same country?,high,1,4,2,1,7.0,3.5,5.0,4,3,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.75,0.25,1,0,bind
2Wiki,203,Where was the place of death of the director of film The Song Of The Old Days?,low,0,2,1,1,2.0,2.0,2.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,204,Why did the composer of song Waspman die?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,205,"Do both films Rip, Sew And Stitch and Clown Princes have the directors from the same country?",high,1,4,2,1,2.0,1.0,1.0,4,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,206,Who is the paternal grandfather of Lady Helen Taylor?,high,1,3,2,2,6.0,3.0,5.0,2,4,0,0.0,0.25,0.0,0.8000000000000002,0.0,-0.5500000000000002,1.0,1.0,0.0,1,0,bind
2Wiki,207,Where was the founder of university Bolivarian Military University Of Venezuela born?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1,0,abstain
2Wiki,208,Where was the place of death of James Adam (Architect)'s father?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,209,Where did the composer of film Oru Swakaryam die?,low,0,2,1,1,1.0,1.0,1.0,2,3,0,0.0,0.6667,0.0,0.6666666666666666,0.0,3.333333333332966e-05,1.0,1.0,0.0,1,0,bind
2Wiki,210,"Who lived longer, Ludovico Sabbatini or Marcelino Manuel Da Graça?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.5,1.0,-0.5,1,0,abstain
2Wiki,211,"Which film was released first, Sudden Fear or The Adventurer Of Chad?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,212,What is the date of death of Alexander Of Masovia's father?,low,0,2,1,1,2.0,2.0,2.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,213,Who is the paternal grandmother of Archduke Ferdinand Karl Joseph Of Austria-Este?,high,1,3,2,2,2.0,1.0,2.0,2,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,214,Where did the composer of film Kadal (1968 Film) die?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.6667,0.0,0.6666666666666666,0.0,3.333333333332966e-05,1.0,1.0,0.0,1,0,bind
2Wiki,215,"Which film whose director is younger, Traces Of A Dragon or Moonnupookkal?",high,1,4,2,1,4.0,2.0,2.0,4,2,1,1.0,1.0,0.0,0.0,1.0,1.0,0.75,0.5,0.25,1,0,bind
2Wiki,216,"Which film came out first, Girl From Hong Kong or Forces Occultes?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,217,"Which film has the director born earlier, The Spooky Bunch or His Name Is Nobody?",high,1,4,2,1,2.0,1.0,1.0,4,2,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1,0,bind
2Wiki,218,Do both films: Racing Extinction and Madame Butterfly (1995 Film) have the directors from the same country?,high,1,4,2,1,4.0,2.0,3.0,4,3,1,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.5,0.25,1,0,bind
2Wiki,219,Who is the husband of Princess Elene Of Georgia?,low,0,1,0,0,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,220,"What is the date of death of Edward Wingfield, 2Nd Viscount Powerscourt's father?",low,0,2,1,1,3.0,3.0,3.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,221,Who is Abd Al-Aziz Ibn Al-Walid's paternal grandfather?,low,0,2,1,1,2.0,2.0,2.0,2,2,0,0.0,0.6667,0.0,0.6666666666666666,0.0,3.333333333332966e-05,1.0,1.0,0.0,1,0,bind
2Wiki,222,"Which film has the director born first, La Mazurka Del Barone, Della Santa E Del Fico Fiorone or Safe (2012 Film)?",high,1,4,2,1,3.0,1.5,2.0,4,2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.5,0.25,1,0,bind
2Wiki,223,"Which film has the director who was born first, Autumn Tale or Secrets Of The Reef?",high,1,4,2,1,5.0,2.5,4.0,4,4,0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.75,0.75,0.0,1,0,bind
2Wiki,224,"Who was born later, Lisbeth Cathrine Amalie Rose or Princess Raiyah Bint Hussein?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,225,"Which film has the director who died first, Karin Daughter Of Ingmar or The Man In The Trunk?",high,1,4,2,1,2.0,1.0,1.0,4,2,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1,0,bind
2Wiki,226,Where does Charles Patin's father work at?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,227,Where was the wife of Pierre-Marie Gault De Saint-Germain born?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,228,"Which film has the director who is older than the other, Ven Mi Corazón Te Llama or Waking The Dead (Film)?",high,1,4,2,1,2.0,1.0,1.0,4,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,229,"Who is older, Georg Wenker or Ida Turay?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,230,Are Ntnu University Museum and Anno Museum located in the same country?,high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,231,"Who was born later, John Augustus Conolly or Abdel Nasser Barakat?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,232,"Are the movies The Rocks Of Valpre (1935 Film) and Proud Flesh (Film), from the same country?",high,1,3,1,1,2.0,2.0,2.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,233,"Where was the place of death of the director of film Tabitha, Stand Up?",low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,234,Who is the paternal grandfather of Hamad Bin Isa Al Khalifa?,high,1,3,2,2,9.0,4.5,5.0,2,4,0,1.0,1.0,0.0,0.8000000000000002,1.0,0.19999999999999984,1.0,1.0,0.0,1,0,bind
2Wiki,235,Which award the director of film Edelweiss Pirates (Film) received?,low,0,2,1,1,2.0,2.0,2.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,236,"Who is the mother of John I, Count Palatine Of Simmern?",low,0,1,0,0,0.0,0.0,0.0,2,4,0,0.0,0.3333,0.0,0.3333333333333333,0.0,-3.333333333332966e-05,1.0,1.0,0.0,1,0,abstain
2Wiki,237,Do King Baggot (Cinematographer) and James L. Robinson have the same nationality?,high,1,3,1,1,2.0,2.0,2.0,2,2,0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.5,1.0,-0.5,1,0,bind
2Wiki,238,What is the place of birth of Anne Elizabeth Rector's husband?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.6667,0.0,0.6666666666666666,0.0,3.333333333332966e-05,1.0,1.0,0.0,1,0,bind
2Wiki,239,What is the place of birth of the director of film Der König Von Kreuzberg?,low,0,2,1,1,2.0,2.0,2.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,240,"Who was born first out of Amable Éno, Dit Deschamps and Wayne Sykes?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,241,Where was the father of Elizabeth Richeza Of Poland born?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,242,"Which film has the director born later, Colour Blossoms or Kai Rabe Gegen Die Vatikankiller?",high,1,4,2,1,3.0,1.5,2.0,4,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,243,Where was the place of death of the director of film A Hero Of The Big Snows?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.5714,0.0,0.5714285714285715,0.0,-2.8571428571488866e-05,1.0,1.0,0.0,1,0,bind
2Wiki,244,"Do both films, The Wild Frontier (Film) and The Sundowners (1960 Film), have the directors who are from the same country?",high,1,4,2,1,3.0,1.5,2.0,4,3,1,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.5,0.25,1,0,bind
2Wiki,245,"Which film has the director who was born first, A Monster And A Half or Un Giorno Speciale?",high,1,4,2,1,4.0,2.0,3.0,4,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,246,"Are both mountains, Munti Wayi and Coñocranra, located in the same country?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
2Wiki,247,What is the award that the director of film Bangalore Naatkal earned?,high,1,3,2,2,3.0,1.5,2.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,248,Where was the director of film Life Classes born?,low,0,2,1,1,2.0,2.0,2.0,2,2,0,0.0,0.8,0.0,0.8,0.0,0.0,1.0,1.0,0.0,1,0,bind
2Wiki,249,"Which film has the director who died earlier, The Hitler Gang or Flannelfoot?",high,1,4,2,1,3.0,1.5,2.0,4,3,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.75,0.25,1,0,bind
